Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
黏,33050,nián,nim4,ngiàm,,liâm,3nyi,ねん,,,hangeul=점,,,,,,,,,,,,,,,,
黐,33051,chī,ci1,,,thi,,ち,ち,ち,hangeul=[[리]]>[[이]]|eumhun=|rv=ri>i|mr=ri>i|y=li>i,,,,,,,,,,,,,,,,
黑,33052,hēi,hak1,het,,hiak,4heq,こく,こく,こく,hangeul=흑,,,,,,,,,,,,,,,,
黓,33054,yì,jik6,,,,,,,,,,,,,,,,,,,,,,,,
黔,33055,qián,kim4,,,iâm,,けん,,,hangeul=[[검]], [[금]]|eumhun=|rv=geom, geum|mr=kŏm, kŭm|y=kem, kum,,,,,,,,,,,,
黕,33056,dǎn,dam2,,,,,たん,,,hangeul=담|rv=dam|mr=tam,,,,,,,,,,,,,,,,
黖,33057,,,,,,,,,,hangeul=기|eumhun=|rv=gi|mr=ki|y=ki,,,,,,,,,,,,,,,,
黗,33058,tūn,,,,,,,,,,,,,,,,,,,,,,,,,
默,33059,mò,mak6,,,,5meq,もく,,,hangeul=묵|eumhun=|rv=muk|mr=muk|y=muk,,,,,,,,,,,,,,,,
黚,33061,qián,kim4,,,,,,,,hangeul=겸|eumhun=|rv=gyeom|mr=kyŏm|y=kyem,,,,,,,,,,,,,,,,
黛,33062,dài,doi6,,,tāi,,たい,,,hangeul=대|eumhun=|rv=dae|mr=tae|y=tay,,,,,,,,,,,,,,,,
黜,33063,chù,ceot1,,,thut,,ちゅち,ちゅち,ちゅつ,hangeul=출|eumhun=|rv=chul|mr=ch'ul|y=chwul,,,,,,,,,,,,,,,,
黝,33064,yǒu,jau2,,,,,ゆう,,,hangeul=유|eumhun=|rv=yu|mr=yu|y=yu,,,,,,,,,,,,,,,,
點,33065,diǎn,dim2,tiám,,tiám,2ti,てん,てん,てん,,,,,,,,,,,,,,,,,
黟,33066,yī,ji1,,,,,えい,,,hangeul=이|eumhun=|rv=i|mr=i|y=i,,,,,,,,,,,,,,,,
黠,33067,xiá,hat6,,,,,かつ,,,hangeul=힐|eumhun=|rv=hil|mr=hil|y=hil,,,,,,,,,,,,,,,,
黤,33071,yǎn,jim2,,,,,えん,,,hangeul=암|eumhun=|rv=am|mr=am|y=am,,,,,,,,,,,,,,,,
黥,33072,qíng,king4,,,,,ぎょう,ぎょう,けい,hangeul=경|eumhun=|rv=gyeong|mr=kyŏng|y=kyeng,,,,,,,,,,,,,,,,
黦,33073,yuè,wat1,,,,,,,,,,,,,,,,,,,,,,,,
黧,33074,lí,lai4,,,,,れい,,,hangeul=[[리]]>[[이]], [[려]]>[[여]], [[래]]>[[내]]|eumhun=|rv=ri>i, ryeo>yeo, rae>nae|mr=ri>i, ryŏ>yŏ, rae>nae|y=li>i, lye>ye, lay>nay,,,,,,,,
黨,33075,dǎng,dong2,tóng,,tóng,2taan,とう,とう,とう,hangeul=당,,,,,,,,,,,,,,,,
黫,33078,yān,jan1,,,,,,,,,,,,,,,,,,,,,,,,
黬,33079,,,,,,,かん,,,,,,,,,,,,,,,,,,,
黭,33080,yǎn,am2,,,,,えん,,,,,,,,,,,,,,,,,,,
黮,33081,dǎn,daam6,,,,,たん,,,hangeul=담|eumhun=|rv=dam|mr=tam|y=tam,,,,,,,,,,,,,,,,
黯,33082,àn,am2,,,ám,,えん,えん,あん,hangeul=암|eumhun=|rv=am|mr=am|y=am,,,,,,,,,,,,,,,,
黰,33083,zhěn,zan2,,,,,しん,,,,,,,,,,,,,,,,,,,
黱,33084,zhèn,,,,,,たい,,,,,,,,,,,,,,,,,,,
黲,33085,cǎn,caam2,,,,,さん,,,hangeul=참|eumhun=|rv=cham|mr=ch'am|y=cham,,,,,,,,,,,,,,,,
黳,33086,,,,,,,,,,,,,,,,,,,,,,,,,,
黴,33087,méi,mei4,,,,,め,め,ばい,hangeul=미|eumhun=|rv=mi|mr=mi|y=mi,,,,,,,,,,,,,,,,
黵,33088,dǎn,daam2,,,,,たん,,,hangeul=[[담]]|eumhun=|rv=dam|mr=tam|y=tam,,,,,,,,,,,,,,,,
黶,33089,yǎn,jim2,,,,,えん,,,hangeul=염|eumhun=|rv=yeom|mr=yŏm|y=yem,,,,,,,,,,,,,,,,
黷,33090,dú,duk6,,,to̍k,,とく,,,hangeul=독|eumhun=|rv=dok|mr=tok|y=tok,,,,,,,,,,,,,,,,
黸,33091,lú,lou4,,,,,ろ,,,,,,,,,,,,,,,,,,,
黹,33092,zhǐ,zi2,chṳ́,,chí,,ち,ち,ち,,,,,,,,,,,,,,,,,
黺,33093,fěn,,,,,,,,,hangeul=분|eumhun=|rv=bun|mr=pun|y=pun,,,,,,,,,,,,,,,,
黻,33094,fú,fat1,,,hut,,ほち|kanon=ふつ|kun=あや}},ほち|kanon=ふつ|kun=あや}},ふつ|kun=あや}},hangeul=불|eumhun=|rv=bul|mr=pul|y=pul,,,,,,,,,,,,,,,,
黼,33095,fǔ,fu2,,,hú,,ふ,ふ,ふ,hangeul=보|eumhun=|rv=bo|mr=po|y=po,,,,,,,,,,,,,,,,
黽,33096,měng,maang5,,,,,みょう,みょう,びん,hangeul=[[민]], [[맹]]|eumhun=맹꽁이|rv=min, maeng|mr=min|y=min,,,,,,,,,,,,,,
黿,33098,yuán,jyun4,,,,,げん,,,hangeul=원|eumhun=|rv=won|mr=wŏn|y=wen,,,,,,,,,,,,,,,,
鼀,33099,cù,cuk1,,,,,,,,hangeul=축|eumhun=|rv=chuk|mr=ch'uk|y=chwuk,,,,,,,,,,,,,,,,
鼁,33100,qù,,,,,,,,,,,,,,,,,,,,,,,,,
鼂,33101,cháo,,,,,,ちょう,,,hangeul=조|eumhun=|rv=jo|mr=cho|y=co,,,,,,,,,,,,,,,,
鼃,33102,,,,,,,わい,,,,,,,,,,,,,,,,,,,
鼄,33103,,,,,,,,,,hangeul=주|eumhun=|rv=ju|mr=chu|y=cwu,,,,,,,,,,,,,,,,
鼅,33104,,,,,,,,,,,,,,,,,,,,,,,,,,
鼆,33105,máng,man4,,,,,,,,,,,,,,,,,,,,,,,,
鼇,33106,,,,,,,ごう,ごう,ごう,오,,,,,,,,,,,,,,,,
鼈,33107,,,,,,,へち,へち,へつ,hangeul=별|mr=pyŏl|y=pyel,,,,,,,,,,,,,,,,
鼉,33108,tuó,to4,,,,,た,,,hangeul=[[타]]|eumhun=|rv=ta|mr=t'a|y=tha,,,,,,,,,,,,,,,,
鼊,33109,bì,bik1,,,,,,,,hangeul=벽|eumhun=|rv=byeok|mr=pyŏk|y=pyek,,,,,,,,,,,,,,,,
鼎,33113,dǐng,ding2,tín,,tiáⁿ,2tin,ちょう,ちょう,てい,hangeul=정|eumhun=|rv=jeong|mr=chŏng|y=ceng,,,,,,,,,,,,,,,,
鼏,33114,mì,mik6,,,,,べき,,,,,,,,,,,,,,,,,,,
鼐,33115,nài,naai5,,,,,どう,どう,だい,hangeul=내|eumhun=|rv=nae|mr=nae|y=nay,,,,,,,,,,,,,,,,
鼒,33117,zī,zi1,,,,,ざい,ざい,さい,hangeul=자|rv=ja,,,,,,,,,,,,,,,,
鼓,33118,gǔ,gu2,kú,,kó͘,2ku,く,く,こ,북|고,,,,,,,,,,,,,,,,
鼕,33120,,,,,,,とう,,,동,,,,,,,,,,,,,,,,
鼖,33121,,,,,,,ふん,,,,,,,,,,,,,,,,,,,
鼗,33122,,,,,,,とう,,,hangeul=도|eumhun=|rv=do|mr=to|y=to,,,,,,,,,,,,,,,,
鼘,33123,yuān,jyun1,yên,,,,,,,,,,,,,,,,,,,,,,,
鼙,33124,,,,,,,へい,,,hangeul=비|eumhun=|rv=bi|mr=pi|y=pi,,,,,,,,,,,,,,,,
鼚,33125,,,,,,,ちょう,,,,,,,,,,,,,,,,,,,
鼛,33126,,,,,,,こう,,,,,,,,,,,,,,,,,,,
鼜,33127,cào,,,,,,,,,,,,,,,,,,,,,,,,,
鼞,33129,tāng,dong1,,,,,,,,,,,,,,,,,,,,,,,,
鼟,33130,tēng,,,,,,とう,,,,,,,,,,,,,,,,,,,
鼠,33131,shǔ,syu2,chhú,cu3,,2tshr,しょ,しょ,しょ,,,,,,,,,,,,,,,,,
鼢,33133,fén,fan4,,,hûn,,ふん,,,hangeul=분|eumhun=|rv=bun|mr=pun|y=pun,,,,,,,,,,,,,,,,
鼣,33134,fèi,fai6,,,,,,,,,,,,,,,,,,,,,,,,
鼤,33135,wén,man4,,,,,,,,,,,,,,,,,,,,,,,,
鼧,33138,tuó,to4,,,,,,,,,,,,,,,,,,,,,,,,
鼨,33139,zhōng,,,,,,,,,,,,,,,,,,,,,,,,,
鼩,33140,qú,keoi4,,,,,,,,,,,,,,,,,,,,,,,,
鼪,33141,shēng,sang1,,,seng,,しょう,しょう,しょう,hangeul=[[생]]|eumhun=,,,,,,,,,,,,,,,,
鼫,33142,shí,sek6,,,,,せき,,,hangeul=석|eumhun=,,,,,,,,,,,,,,,,
鼬,33143,yòu,jau6,,,iū,,ゆ,ゆ,ゆう,hangeul=유|eumhun=|rv=yu|mr=yu|y=yu,,,,,,,,,,,,,,,,
鼭,33144,shí,,,,,,,,,,,,,,,,,,,,,,,,,
鼮,33145,tíng,ting4,,,,,,,,,,,,,,,,,,,,,,,,
鼯,33146,wú,ng4,,,,,ご|kun=むささび}},,,hangeul=오|eumhun=|rv=o|mr=o|y=o,,,,,,,,,,,,,,,,
鼱,33148,jīng,zing1,,,,,せい,,,,,,,,,,,,,,,,,,,
鼳,33150,jú,,,,,,,,,,,,,,,,,,,,,,,,,
鼴,33151,yǎn,jin2,,,,,えん,,,hangeul=언|eumhun=|rv=eon|mr=ŏn|y=en,,,,,,,,,,,,,,,,
鼵,33152,tū,,,,,,,,,,,,,,,,,,,,,,,,,
鼶,33153,sī,,,,,,,,,,,,,,,,,,,,,,,,,
鼷,33154,xī,hai4,,,,,けい,,,hangeul=혜|eumhun=|rv=hye|mr=hye|y=hyey,,,,,,,,,,,,,,,,
鼸,33155,xiàn,jim6,,,,,,,,hangeul=겸|eumhun=|rv=gyeom|mr=kyŏm|y=kyem,,,,,,,,,,,,,,,,
鼻,33158,bí,bei6,phi,pi4,,5beq,び,び,ひ,코|비,,,,,,,,,,,,,,,,
鼽,33160,qiú,kau4,,,,,ぐ,ぐ,きゅう,hangeul=구|eumhun=|rv=gu|mr=ku|y=kwu,,,,,,,,,,,,,,,,
鼾,33161,hān,hon4,,,hôaⁿ,1hoe,かん,かん,かん,hangeul=한|eumhun=|mr=han|y=han,,,,,,,,,,,,,,,,
鼿,33162,wù,,,,,,ごち,ごち,ごつ,,,,,,,,,,,,,,,,,
齁,33164,hōu,hau1,,,ho,,こう,,,,,,,,,,,,,,,,,,,
齂,33165,,,,,,,,,,,,,,,,,,,,,,,,,,
齃,33166,,,,,,,かつ,,,,,,,,,,,,,,,,,,,
齅,33168,,,,,,,きゅう,,,,,,,,,,,,,,,,,,,
齈,33171,nóng,nung4,,,,,,,,,,,,,,,,,,,,,,,,
齊,33173,qí,cai4,chhè,,,,せい,,,hangeul=[[자]], [[제]]|eumhun=|rv=ja, je|mr=cha, che|y=ca, cey,,,,,,,,,,,,
齋,33174,zhāi,zaai1,châi,zai1,che,1tsa,さい,,,엄숙하다|엄숙할|재,,,,,,,,,,,,,,,,
齌,33175,jì,zai1,,,,,,,,,,,,,,,,,,,,,,,,
齍,33176,zī,zi1,,,,,,,,,,,,,,,,,,,,,,,,
齎,33177,jī,zai1,chî,,che,,せい,,,hangeul=재|eumhun=|rv=jae|mr=chae|y=cay,,,,,,,,,,,,,,,,
齏,33178,jī,zai1,,,,,せい,,,hangeul=제|eumhun=|rv=je|mr=che|y=cey,,,,,,,,,,,,,,,,
齒,33181,chǐ,ci2,chhṳ́,,í,2tshr,し,し,し,이#Korean-tooth|이|치,,,,,,,,,,,,,,,,
齔,33183,chèn,can3,,,,,しん,,,hangeul=친|eumhun=|rv=chin|mr=ch'in|y=chin,,,,,,,,,,,,,,,,
齕,33184,hé,hat6,,,,,こつ,,,hangeul=흘|eumhun=|rv=heul|mr=hŭl|y=hul,,,,,,,,,,,,,,,,
齖,33185,,,,,,,が,,,,,,,,,,,,,,,,,,,
齗,33186,yǎn,ngan4,,,,,きん,,,hangeul=은|eumhun=|rv=eun|mr=ŭn|y=un,,,,,,,,,,,,,,,,
齘,33187,xiè,haai6,,,,,かい,,,hangeul=계,,,,,,,,,,,,,,,,
齚,33189,zé,zaak3,,,,,さく,,,,,,,,,,,,,,,,,,,
齛,33190,xiè,,,,,,,,,,,,,,,,,,,,,,,,,
齜,33191,zī,zi1,,,,,,,,hangeul=[[차]], [[재]]|eumhun=|rv=cha, jae|mr=ch'a, chae|y=cha, cay,,,,,,,,,,,,
齝,33193,chī,ci1,,,,,ち,,,,,,,,,,,,,,,,,,,
齞,33194,yǎn,jin6,,,,,げん,,,,,,,,,,,,,,,,,,,
齟,33195,jǔ,zeoi2,,,cho͘,,そ,,,저,,,,,,,,,,,,,,,,
齠,33196,tiáo,tiu4,,,,,ちょう,,,hangeul=초|eumhun=|rv=cho|mr=ch'o|y=cho,,,,,,,,,,,,,,,,
齡,33197,líng,ling4,,,lêng,,りょう,りょう,れい,hangeul=[[령]]>[[영]]|eumhun=|rv=ryeong>yeong|mr=ryŏng>yŏng|y=lyeng>yeng,,,,,,,,,,,,,,,,
齤,33200,quán,kyun4,,,,,,,,,,,,,,,,,,,,,,,,
齦,33202,yín,ngan4,,,,,こん,こん,ぎん,잇몸|은,,,,,,,,,,,,,,,,
齧,33203,niè,jit6,,,,,けつ,,,hangeul=설|eumhun=|rv=seol|mr=sŏl|y=sel,,,,,,,,,,,,,,,,
齨,33204,jiù,,,,,,きゅう,,,,,,,,,,,,,,,,,,,
齩,33205,,,,,,,ごう,,,hangeul=교|rv=gyo|mr=kyo,,,,,,,,,,,,,,,,
齪,33206,chuò,cuk1,,,cha̍k,,さく|kanon=さく|kanyoon=せく|kun=せま,さく|kanon=さく|kanyoon=せく|kun=せま,さく|kanyoon=せく|kun=せま,hangeul=착|eumhun=|rv=chak|mr=ch'ak|y=chak,,,,,,,,,,,,,,,,
齫,33207,kǔn,,,,,,,,,hangeul=곤|eumhun=|rv=gon|mr=kon|y=kon,,,,,,,,,,,,,,,,
齬,33208,yǔ,jyu5,,,,,ぐ,ぐ,ぎょ,hangeul=어|eumhun=|rv=eo|mr=ŏ|y=e,,,,,,,,,,,,,,,,
齭,33209,chǔ,,,,,,しょ,,,,,,,,,,,,,,,,,,,
齮,33210,yǐ,ji2,,,,,ぎ,,,hangeul=기|rv=gi|mr=ki,,,,,,,,,,,,,,,,
齯,33211,ní,ngai4,,,,,げい,,,,,,,,,,,,,,,,,,,
齰,33212,zé,zaak6,,,,,さく,,,hangeul=색|rv=saek|mr=saek,,,,,,,,,,,,,,,,
齱,33213,chuò,cuk1,,,,,せく,,,,,,,,,,,,,,,,,,,
齲,33214,qǔ,geoi2,,,ú,,く,く,く,hangeul=우|eumhun=|rv=u|mr=u|y=wu,,,,,,,,,,,,,,,,
齳,33215,yǔn,,,,,,ぐん,,,,,,,,,,,,,,,,,,,
齴,33216,yǎn,ngaan5,,,,,,,,,,,,,,,,,,,,,,,,
齵,33217,,,,,,,ごう,,,,,,,,,,,,,,,,,,,
齶,33218,è,ngok6,,,,,がく,がく,がく,hangeul=악|eumhun=|rv=ak|mr=ak|y=ak,,,,,,,,,,,,,,,,
齷,33219,wò,ak1,,,,,あく,,,hangeul=악|eumhun=|rv=ak|mr=ak|y=ak,,,,,,,,,,,,,,,,
齸,33220,yì,jat6,,,,,,,,,,,,,,,,,,,,,,,,
齹,33221,cuó,co4,,,,,,,,,,,,,,,,,,,,,,,,
齺,33222,,,,,,,しゅう,,,,,,,,,,,,,,,,,,,
齻,33223,diān,din1,,,,,,,,,,,,,,,,,,,,,,,,
齼,33224,chǔ,,,,,,,,,,,,,,,,,,,,,,,,,
齽,33225,jìn,,,,,,きん,,,,,,,,,,,,,,,,,,,
齾,33226,yà,,,,,,,,,,,,,,,,,,,,,,,,,
龍,33241,lóng,lung4,liùng,liung2,lêng,3lon,りゅう,りゅう,りょう,용|룡||용,,,,,,,,,,,,,,,,
龏,33243,gōng,,,,,,きょう,,,,,,,,,,,,,,,,,,,
龐,33244,páng,pong4,,pong2,âng,,ぼう,ぼう,ほう,hangeul=[[방]], [[농]]|eumhun=|rv=bang, nong|mr=pang, nong|y=pang, nong,,,,,,,,,,,,
龓,33247,lóng,,,,,,,,,,,,,,,,,,,,,,,,,
龔,33248,gōng,gung1,,,kéng,,きょう,,,hangeul=공|eumhun=|rv=gong|mr=kong|y=kong,,,,,,,,,,,,,,,,
龕,33249,kān,ham1,khâm,,am,,こん,こん,かん,hangeul=감|eumhun=|rv=gam|mr=kam|y=kam,,,,,,,,,,,,,,,,
龖,33250,dà,daap6,,,,,とう,,,hangeul=답|eumhun=|rv=dap|mr=tap|y=tap,,,,,,,,,,,,,,,,
龗,33251,líng,ling4,,,,,りょう,りょう,れい,hangeul=용|rv=yong|mr=|y=|eumhun=yong|ehrv=|ehmr=|ehy=,,,,,,,,,,,,,,,,
龜,33254,guī,gwai1,kûi,gui1,ku,1jy,き,,,,,,,,,,,,,,,,,,,
龠,33258,yuè,joek6,yok,,,,やく,やく,やく,hangeul=약|eumhun=|rv=yak|mr=yak|y=yak,,,,,,,,,,,,,,,,
龢,33260,,,,,,,わ,わ,か,hangeul=[[화]]|eumhun=|rv=hwa|mr=hwa|y=hwa,,,,,,,,,,,,,,,,
龤,33262,xié,haai4,,,hâi,,げ,げ,かい,hangeul=해|eumhun=|rv=hae|mr=hae|y=hay,,,,,,,,,,,,,,,,
靽,33321,bàn,bun3,,,,,はん,はん,はん,,,,,,,,,,,,,,,,,
鵝,33322,é,ngo4,ngò,,,3ngu,が,が,が,hangeul=아,,,,,,,,,,,,,,,,
兼,49483,jiān,gim1,kiâm,,kiam,,けん,けん,けん,hangeul=겸|eumhun=|rv=kyeom|mr=kyŏm|y=kyeom,,,,,,,,,,,,,,,,
䯂,100169,shēn,san1,,,,,しゅう,,,,,,,,,,,,,,,,,,,
㔠,100182,xiā,hat6,,,,,,,,,,,,,,,,,,,,,,,,
㔡,100183,biē,bit3,,,,,,,,,,,,,,,,,,,,,,,,
㔢,100185,jué,waai4,,,,,,,,,,,,,,,,,,,,,,,,
㔥,100189,bài,baai6,,,,,,,,,,,,,,,,,,,,,,,,
㔣,100192,léi,leoi4,,,,,,,,,,,,,,,,,,,,,,,,
㔩,100196,è,aap6,,,,,,,,,,,,,,,,,,,,,,,,
㔪,100197,lǔ,lou5,,,,,,,,,,,,,,,,,,,,,,,,
䶴,100365,,ceoi1,,,,,,,,,,,,,,,,,,,,,,,,
䶵,100366,,,,,,,,,,,,,,,,,,,,,,,,,,
䶱,100370,tóng,tung4,,,,,,,,,,,,,,,,,,,,,,,,
䶬,100375,jiān,gin1,,,,,,,,,,,,,,,,,,,,,,,,
䶔,100376,chí,ci4,,,,,,,,,,,,,,,,,,,,,,,,
䶖,100378,jìn,gaam3,,,,,,,,,,,,,,,,,,,,,,,,
䶗,100379,kè,hap3,,,,,,,,,,,,,,,,,,,,,,,,
䶘,100380,lì,laap6,,,,,,,,,,,,,,,,,,,,,,,,
䶙,100381,jù,geoi6,,,,,,,,,,,,,,,,,,,,,,,,
䶛,100384,là,laat6,,,,,,,,,,,,,,,,,,,,,,,,
䶜,100385,gǔ,guk1,,,,,,,,,,,,,,,,,,,,,,,,
䶞,100387,qí,kei4,,,,,,,,,,,,,,,,,,,,,,,,
䶢,100391,jiān,gaam1,,,,,,,,,,,,,,,,,,,,,,,,
䶣,100392,gāi,,,,,,,,,,,,,,,,,,,,,,,,,
䶥,100394,zhā,zeoi2,,,,,,,,,,,,,,,,,,,,,,,,
䶦,100395,zé,zak3,,,,,,,,,,,,,,,,,,,,,,,,
䶒,100401,qí,cai4,,,,,,,,,,,,,,,,,,,,,,,,
䶓,100402,jì,,,,,,,,,,,,,,,,,,,,,,,,,
䶎,100407,hē,hot3,,,,,,,,,,,,,,,,,,,,,,,,
䶐,100410,wài,wui3,,,,,,,,,,,,,,,,,,,,,,,,
䶂,100413,zhuó,zoek3,,,,,,,,,,,,,,,,,,,,,,,,
䶃,100414,hán,ham4,,,,,,,,,,,,,,,,,,,,,,,,
䶄,100415,píng,ping4,,,,,,,,,,,,,,,,,,,,,,,,
䶆,100417,zhuī,ceoi4,,,,,,,,,,,,,,,,,,,,,,,,
䵽,100421,cà,cat6,,,,,,,,,,,,,,,,,,,,,,,,
䶀,100424,tà,taap3,,,,,,,,,,,,,,,,,,,,,,,,
䵼,100428,shāng,soeng1,,,,,,,,,,,,,,,,,,,,,,,,
䵸,100431,,,,,,,,,,,,,,,,,,,,,,,,,,
䵹,100432,,,,,,,,,,,,,,,,,,,,,,,,,,
䵝,100434,yì,ji3,,,,,,,,,,,,,,,,,,,,,,,,
䵞,100435,,,,,,,,,,,,,,,,,,,,,,,,,,
䵟,100436,gǎn,gon2,,,,,,,,,,,,,,,,,,,,,,,,
䵣,100440,dá,daat3,,,,,,,,,,,,,,,,,,,,,,,,
䵤,100441,jiǎn,gan2,,,,,,,,,,,,,,,,,,,,,,,,
䵦,100444,xiè,,,,,,,,,,,,,,,,,,,,,,,,,
䵧,100445,zài,zoi3,,,,,,,,,,,,,,,,,,,,,,,,
䵨,100446,máng,mong4,,,,,,,,,,,,,,,,,,,,,,,,
䵬,100450,tà,daap6,,,,,,,,,,,,,,,,,,,,,,,,
䵮,100452,yàng,soeng1,,,,,,,,,,,,,,,,,,,,,,,,
䵱,100455,xì,hik1,,,,,,,,,,,,,,,,,,,,,,,,
䵳,100457,wèi,wui6,,,,,,,,,,,,,,,,,,,,,,,,
䵴,100458,yìng,wan6,,,,,,,,,,,,,,,,,,,,,,,,
䵵,100459,chuā,zat3,,,,,,,,,,,,,,,,,,,,,,,,
䵋,100461,wěi,wai5,,,,,,,,,,,,,,,,,,,,,,,,
䵌,100462,xiān,him1,,,,,,,,,,,,,,,,,,,,,,,,
䵎,100464,tuān,teon1,,,,,,,,,,,,,,,,,,,,,,,,
䵏,100465,lǎo,lou5,,,,,,,,,,,,,,,,,,,,,,,,
䵐,100466,chǎn,cin2,,,,,,,,,,,,,,,,,,,,,,,,
䵑,100467,,,,,,,,,,,,,,,,,,,,,,,,,,
䵒,100468,nì,nik1,,,,,,,,,,,,,,,,,,,,,,,,
䵖,100472,qiàn,hin3,,,,,,,,,,,,,,,,,,,,,,,,
䵘,100474,shài,saai3,,,,,,,,,,,,,,,,,,,,,,,,
䬠,100485,,,,,,,,,,,,,,,,,,,,,,,,,,
䊆,247744,jiù,,,,,,,,,,,,,,,,,,,,,,,,,
厸,264870,lín,leon4,,,,,りん,,,hangeul=린|rv=rin|mr=rin,,,,,,,,,,,,,,,,
厽,275880,lēi,leoi5,,,,,るい,,,hangeul=[[류]], [[참]]|rv=ryu|mr=ryu,,,,,,,,,,,,,,,
廇,311710,liù,lau6,,,,,る,る,りゅう,,,,,,,,,,,,,,,,,
凹,349589,tū'āo,,,,,,,,,,,,,,,,,,,,,,,,,
䋖,470496,yù,leot6,,,,,いつ,,,,,,,,,,,,,,,,,,,
䰠,471765,shén,saan1,,,,,,,,,,,,,,,,,,,,,,,,
𢄓,472409,wù,,,,,,う,う,お,,,,,,,,,,,,,,,,,
䦌,477061,,,,,,,,,,,,,,,,,,,,,,,,,,
䦍,477069,,,,,,,,,,,,,,,,,,,,,,,,,,
䦏,477455,,,,,,,,,,,,,,,,,,,,,,,,,,
㲳,477748,,,,,,,,,,,,,,,,,,,,,,,,,,
㸅,477871,,,,,,,,,,,,,,,,,,,,,,,,,,
孓,493901,jiéjué,kit3,,,,,,,,,,,,,,,,,,,,,,,,
㺧,825129,xiāo,hiu1,,,,,,,,,,,,,,,,,,,,,,,,
䨻,833503,bèng,,,,,,,,,,,,,,,,,,,,,,,,,
㗊,942139,jí,,,,,,,,,,,,,,,,,,,,,,,,,
𩂩,944256,,,,,,,,,,,,,,,,,,,,,,,,,,
丈,1094873,,,,,,,,,,,,,,,,,,,,,,,,,,
㚢,1138436,,,,,,,,,,,,,,,,,,,,,,,,,,
下,1300630,shàngxià,soeng6,song,,siōng,,,,,,,,,,,,,,,,,,,,,
𠜱,1366355,pī,pai1,phâi,,,,,,,,,,,,,,,,,,,,,,,
𩶅,1366364,,,,,,,,,,,,,,,,,,,,,,,,,,
㚅,1366389,lóng,lung4,,,,,,,,,,,,,,,,,,,,,,,,
㬎,1451153,xiǎn,hin2,,,,,,,,,,,,,,,,,,,,,,,,
𡰪,1554015,,,,,,,,,,,,,,,,,,,,,,,,,,
㩒,1554026,,,,,,,,,,,,,,,,,,,,,,,,,,
㫃,1661033,yǎn,jin2,,,,,,,,,,,,,,,,,,,,,,,,
𠂢,1661496,pài,,,,,,は,は,はい,,,,,,,,,,,,,,,,,
䩉,2059695,,,,,,,ぶ,ぶ,ふ,,,,,,,,,,,,,,,,,
㨖,2597194,zhì,zat1,,,,,,,,,,,,,,,,,,,,,,,,
㸒,2801345,,,,,,,,,,,,,,,,,,,,,,,,,,
䍃,2803455,yóu,ziu4,,,,,よう,,,hangeul=요|rv=yo|mr=yo,,,,,,,,,,,,,,,,
𢼸,2803868,,,,,,,,,,,,,,,,,,,,,,,,,,
𥁕,2804255,wēn,wan1,,,,,おん,,,,,,,,,,,,,,,,,,,
上,3053814,,,,,,,,,,,,,,,,,,,,,,,,,,
𠂤,3173726,,,,,,,,,,,,,,,,,,,,,,,,,,
䒩,3173730,hé,wo4,,,,,,,,,,,,,,,,,,,,,,,,
㚒,3173747,shǎn,sim2,,,,,,,,,,,,,,,,,,,,,,,,
㸚,3173753,lǐ,lei5,,,,,,,,,,,,,,,,,,,,,,,,
䖦,3174246,qū,,,,,,,,,,,,,,,,,,,,,,,,,
䀠,3174266,jù,keoi4,,,,,,,,,,,,,,,,,,,,,,,,
䖡,3174290,nǜ,,,,,,,,,,,,,,,,,,,,,,,,,
㭁,3174927,réng,,,,,,,,,,,,,,,,,,,,,,,,,
㭘,3174935,xiá,,,,,,,,,,,,,,,,,,,,,,,,,
䌗,3175578,fǔ,fu2,,,,,,,,,,,,,,,,,,,,,,,,
㷄,3178481,huǐ,kui2,,,,,,,,,,,,,,,,,,,,,,,,
䀀,3178756,fàn,fan3,,,,,,,,,,,,,,,,,,,,,,,,
䀁,3178757,yòu,zaau6,,,,,,,,,,,,,,,,,,,,,,,,
䀂,3178760,ān,on1,,,,,,,,,,,,,,,,,,,,,,,,
䀄,3178764,,,,,,,,,,,,,,,,,,,,,,,,,,
㹜,3179689,yín,ngaan4,,,,,,,,,,,,,,,,,,,,,,,,
䏪,3187579,,,,,,,,,,,,,,,,,,,,,,,,,,
䏐,3187582,yāng,,,,,,,,,,,,,,,,,,,,,,,,,
䲜,3208615,yè,jip6,,,,,,,,,,,,,,,,,,,,,,,,
㾖,3210937,,,,,,,,,,,,,,,,,,,,,,,,,,
㠯,3490253,,,,,,,い}},,,,,,,,,,,,,,,,,,,
䒉,3601091,wǔ,mou5,,,,,,,,,,,,,,,,,,,,,,,,
㳦,3747139,xiè,haai6,,,,,,,,,,,,,,,,,,,,,,,,
㳧,3747141,,,,,,,,,,,,,,,,,,,,,,,,,,
㳨,3747143,,,,,,,,,,,,,,,,,,,,,,,,,,
𠪚,3795165,yín,,,,,,,,,,,,,,,,,,,,,,,,,
䇷,3826288,,,,,,,,,,,,,,,,,,,,,,,,,,
㧳,3826616,zhuò,bai1,,,,,,,,,,,,,,,,,,,,,,,,
㗗,3826618,,,,,,,,,,,,,,,,,,,,,,,,,,
