,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
191,丹,10432.0,dān,daan1,tân,,tan,1te,たん,たん,たん,hangeul=[[단]], [[란]] (난)|rv=dan, ran (nan)|mr=tan, ran (nan)|eumhun=[[붉을]], [[정성스러울]]|ehrv=bulgeun, jeongseongsureoul|ehmr=pulgǔn, jǒngsǒngsǔrǒul|ehy=,,,,,,,,,,
192,主,10434.0,zhǔ,zyu2,chú,,chú,2tsr,す,す,しゅ,,,,,,,,,,,,,,,,,
193,丼,10435.0,dǎn,dam2,,,tôm,,しょう,しょう,せい,hangeul=정|mr=chŏng,,,,,,,,,,,,,,,,
194,丽,10436.0,,,,,,,,,,,,,,,,,,,,,,,,,,
195,乀,10438.0,fú,fat1,,,,,ふつ,,,hangeul=불|rv=bul|mr=pul|y=pwul,,,,,,,,,,,,,,,,
196,乂,10440.0,yì,ngaai6,,,gāi,,げ,げ,がい,hangeul=예|rv=ye|mr=ye|eumhun=[[벨]], [[징계하다|징계할]]|ehrv=bel, jinggyehal|ehmr=pel, chinggyehal|ehy=,,,,,,,,,,,,,
197,乃,10441.0,nǎi,naai5,,,nái,3ne,ない,ない,だい,,,,,,,,,,,,,,,,,
198,久,10443.0,jiǔ,gau2,kiú,giu3,kiú,,く,く,きゅう,,,,,,,,,,,,,,,,,
199,之,10449.0,zhī,zi1,chṳ̂,,chi,1tsr,し,し,し,,,,,,,,,,,,,,,,,
200,乍,10451.0,zhà,zaa3,,,,,じゃ,じゃ,さ,hangeul=사|rv=sa|mr=sa|y=sa|eumhun=잠깐|ehrv=jamkkan|ehmr=chamkkan|ehy=,,,,,,,,,,,,,,,,
201,乎,10452.0,hū,fu4,fû,fu2,ho͘,3hhu,ご,ご,こ,,,,,,,,,,,,,,,,,
202,乏,10453.0,fá,fat6,,fad6,hoa̍t,,ぼう,ぼう,ほう,hangeul=핍|eumhun=모자랄|ehrv=mojaral|ehmr=mojaral|ehy=,,,,,,,,,,,,,,,,
203,乑,10455.0,yín,jam4,,,,,ごん,ごん,ぎん,hangeul=임|rv=im|mr=im,,,,,,,,,,,,,,,,
204,乖,10460.0,guāi,gwaai1,kôai,,koai,,け,け,かい,hangeul=괴|rv=goe|mr=koe|y=koy|eumhun=어그러질|ehrv=eogeureojil|ehmr=ǒgǔrǒjil|ehy=,,,,,,,,,,,,,,,,
205,乗,10461.0,,,,,,,じょう,じょう,しょう,hangeul=승|rv=seung|mr=sŭng,,,,,,,,,,,,,,,,
206,乘,10462.0,chéng,sing4,sṳ̀n,,sêng,2tshen,じょう,じょう,しょう,hangeul=승|rv=seung|mr=sŭng|eumhun=[[타다|탈]]|ehrv=tal|ehmr=t'al|ehy=,,,,,,,,,,,,,,,,
207,乚,10463.0,,,,,,,おん,おん,いん,,,,,,,,,,,,,,,,,
208,乜,10465.0,miē,mat1,,,,,め,め,ば,,,,,,,,,,,,,,,,,
209,乞,10466.0,qǐ,hat1,khiet,,it,4qiq,こち,こち,きつ,hangeul=걸|mr=kŏl|eumhun=[[빌다|빌]]|ehrv=bil|ehmr=pil|ehy=,,,,,,,,,,,,,,,,
210,也,10467.0,yě,jaa5,ya,,,3hha,や,や,や,hangeul=야|eumhun=[[이끼]], [[어조사]],,,,,,,,,,,,,,,
211,乳,10487.0,rǔ,jyu5,yî,,jí,3zr,にゅう,にゅう,じゅ,hangeul=유|rv=yu|mr=yu,,,,,,,,,,,,,,,,
212,乾,10498.0,gān,gon1,kôn,,koaⁿ,1koe,かん,かん,かん,hangeul=[[건]], [[간]]|rv=geon, gan|mr=kŏn, kan,,,,,,,,,,,,,
213,亂,10502.0,luàn,lyun6,lon,,loān,3loe,らん,らん,らん,hangeul=란|rv=ran|mr=ran,,,,,,,,,,,,,,,,
214,亄,10504.0,yì,ji4,,,,,い,い,い,hangeul=탐할의|rv=ui|mr=ŭi,,,,,,,,,,,,,,,,
215,了,10506.0,le,liu5,lé,ê3,liáu,5leq,りょう,りょう,りょう,hangeul=[[료]]>[[요]],,,,,,,,,,,,,,,,
216,予,10508.0,yǔ,jyu5,yì,,ú,,よ,よ,よ,hangeul=여|rv=yeo|mr=yŏ,,,,,,,,,,,,,,,,
217,事,10511.0,shì,si6,sṳ,si4,,3zr,じ,じ,し,hangeul=사,,,,,,,,,,,,,,,,
218,亍,10512.0,chù,cuk1,,,,,とく,とく,ちょく,hangeul=[[촉]], [[마]]|rv=chok, ma|mr=ch'ok, ma,,,,,,,,,,,,,
219,于,10513.0,yú,jyu4,,,,,う,,,hangeul=우|rv=u|mr=u,,,,,,,,,,,,,,,,
220,云,10516.0,yún,wan4,yùn,,,3hhyn,うん,うん,うん,hangeul=운|rv=un|mr=un,,,,,,,,,,,,,,,,
221,互,10517.0,hù,wu6,fu,fu1,hō͘,,ご,ご,こ,hangeul=호|rv=ho|mr=ho,,,,,,,,,,,,,,,,
222,井,10519.0,jǐng,zeng2,chiáng,,,2jin,しょう,しょう,せい,hangeul=정,,,,,,,,,,,,,,,,
223,亖,10520.0,,,,,,,し,し,し,,,,,,,,,,,,,,,,,
224,亙,10523.0,gèn,gang2,,,kèng,,こう,こう,こう,hangeul=긍|rv=geung|mr=kŭng|y=kung,,,,,,,,,,,,,,,,
225,些,10525.0,xiē,se1,,xia1,sia,,さ,さ,しゃ,hangeul=사|rv=sa|mr=sa,,,,,,,,,,,,,,,,
226,亟,10529.0,jí,gik1,,,,,こ,こ,き,hangeul=[[극]], [[기]]|rv=geuk, gi|mr=kŭk, ki|y=kuk, ki,,,,,,,,,,,,
227,亡,10530.0,wáng,mong4,mòng,mong2,bông,3vaan,もう,もう,ぼう,hangeul=[[망]], [[무]],,,,,,,,,,,,,,,
228,亢,10531.0,kàng,kong3,,,,,こう,,,hangeul=항|rv=hang|mr=hang,,,,,,,,,,,,,,,,
229,交,10533.0,jiāo,gaau1,kâu,,kau,1jiau,きょう,きょう,こう,사귀다|사귈|교,,,,,,,,,,,,,,,,
230,亥,10534.0,hài,hoi6,hoi,,hǎi,,がい,がい,かい,hangeul=해|rv=hae|mr=hae,,,,,,,,,,,,,,,,
231,亦,10535.0,yì,jik6,yi̍t,,,5hhiq,やく,やく,えき,hangeul=역|rv=yeok|mr=yŏk,,,,,,,,,,,,,,,,
232,亨,10537.0,hēng,hang1,,,heng,,きょう,きょう,こう,hangeul=[[형]], [[팽]]|rv=hyeong, paeng|mr=hyŏng, p'aeng,,,,,,,,,,,,,
233,京,10541.0,jīng,ging1,kîn,,kiaⁿ,1jin,きょう,きょう,けい,,,,,,,,,,,,,,,,,
234,亭,10542.0,tíng,ting4,thìn,,têng,,じょう,じょう,てい,hangeul=[[정]]|rv=jeong|mr=chŏng,,,,,,,,,,,,,,,,
235,亮,10543.0,liàng,loeng6,liong,liong4,liāng,3lian,ろう,ろう,りょう,hangeul=량|rv=ryang|mr=ryang,,,,,,,,,,,,,,,,
236,亯,10544.0,,,,,,,きょう,,,,,,,,,,,,,,,,,,,
237,亶,10551.0,dǎn,taan2,,,chiⁿ,,たん,たん,たん,hangeul=[[단]], [[선]]|rv=dan, seon|mr=tan, sŏn|y=tan, sen,,,,,,,,,,,,
238,亹,10554.0,wěi,mei5,,,,,み,み,び,hangeul=[[미]], [[문]]|rv=mi, mun|mr=mi, mun,,,,,,,,,,,,,
239,亼,10556.0,,,,,,,じゅう,じゅう,しゅう,hangeul=집|rv=jip|mr=chip,,,,,,,,,,,,,,,,
240,什,10578.0,shén,sam6,,,sím,4seq,じゅう,じゅう,しゅう,hangeul=[[십]], [[집]]|rv=sip, jip|mr=sip, chip,,,,,,,,,,,,,
241,仁,10579.0,rén,jan4,,,,,に,に,じん,hangeul=인|rv=in|mr=in,,,,,,,,,,,,,,,,
242,仂,10580.0,lè,lak6,,,,,ろく,ろく,ろく,hangeul=[[륵]]|rv=reuk|mr=rŭk,,,,,,,,,,,,,,,,
243,仃,10581.0,dīng,ding1,,,,,てい,,,,,,,,,,,,,,,,,,,
244,仄,10582.0,zè,zak1,,,cheh,,そく,,,hangeul=측|rv=cheuk|mr=ch'ŭk,,,,,,,,,,,,,,,,
245,仆,10584.0,pū,fu6,phuk,,ak,2pheu,ふ,ふ,ふ,hangeul=부|rv=bu|mr=pu|y=pwu,,,,,,,,,,,,,,,,
246,仇,10585.0,chóu,sau4,sù,,siû,3zeu,きゅう,,,hangeul=구|rv=gu|mr=ku,,,,,,,,,,,,,,,,
247,仉,10587.0,zhǎng,zoeng2,,,,2tsaan,しょう,しょう,しょう,,,,,,,,,,,,,,,,,
248,介,10588.0,jiè,gaai3,kie,,kài,2jia,け,け,かい,hangeul=개,,,,,,,,,,,,,,,,
249,仍,10590.0,réng,jing4,yìn,,,3nyin,じょう,,,hangeul=잉|rv=ing|mr=ing,,,,,,,,,,,,,,,,
250,从,10591.0,,,,,,,しょう,,,,,,,,,,,,,,,,,,,
251,仔,10597.0,zǐ,zi2,chṳ́,,,,し,し,し,hangeul=자|rv=ja|mr=cha,,,,,,,,,,,,,,,,
252,仕,10598.0,shì,si6,,,,,じ,じ,し,hangeul=사,,,,,,,,,,,,,,,,
253,他,10599.0,tā,taa1,thâ,ta1,thaⁿ,1ta,た,た,た,hangeul=타,,,,,,,,,,,,,,,,
254,仗,10600.0,zhàng,zoeng3,,,tiǒng,,じょう,じょう,しょう,hangeul=장,,,,,,,,,,,,,,,,
255,付,10601.0,fù,fu6,,,hù,,ふ,ふ,ふ,hangeul=부|rv=bu|mr=pu,,,,,,,,,,,,,,,,
256,仙,10602.0,xiān,sin1,siên,,sian,,せん,せん,せん,hangeul=[[선]]|rv=seon|mr=sŏn,,,,,,,,,,,,,,,,
257,仛,10604.0,chà,,,,,,た,た,た,hangeul=[[차]], [[탁]]|rv=cha, tak|mr=ch'a, t'ak,,,,,,,,,,,,,
258,仜,10605.0,hóng,hung4,,,,,こう,,,,,,,,,,,,,,,,,,,
259,仝,10606.0,tóng,tung4,,,tông,,ずう,ずう,とう,hangeul=동|rv=dong|mr=tong,,,,,,,,,,,,,,,,
260,仞,10607.0,rèn,jan6,,,,,にん,にん,じん,hangeul=인|rv=in|mr=in,,,,,,,,,,,,,,,,
261,仟,10608.0,qiān,cin1,,,chheng,,せん,せん,せん,hangeul=천|rv=cheon|mr=ch'ŏn,,,,,,,,,,,,,,,,
262,仠,10609.0,gǎn,gon2,,,,,がん,がん,かん,,,,,,,,,,,,,,,,,
263,仡,10610.0,yì,ngat6,,,,,こち,こち,きつ,hangeul=흘|rv=heul|mr=hŭl,,,,,,,,,,,,,,,,
264,仢,10611.0,bó,bok6,,,,,はく,,,hangeul=작|rv=jak|mr=chak|y=cak,,,,,,,,,,,,,,,,
265,代,10612.0,dài,doi6,thoi,toi4,,3de,だい,だい,たい,,,,,,,,,,,,,,,,,
266,令,10613.0,lìng,ling6,lin,,lēng,,りょう,りょう,れい,hangeul=령|rv=ryeong|mr=ryŏng|y=ryeng,,,,,,,,,,,,,,,,
267,以,10614.0,yǐ,ji5,yî,yi1,í,2i,い,い,い,hangeul=이|mr=i,,,,,,,,,,,,,,,,
268,仯,10624.0,chào,caau3,,,,,しょう,しょう,そう,,,,,,,,,,,,,,,,,
269,仰,10625.0,yǎng,joeng5,,,,,ごう,ごう,ぎょう,hangeul=앙|rv=ang|mr=ang,,,,,,,,,,,,,,,,
270,仲,10627.0,zhòng,zung6,,,,,じゅう,じゅう,ちゅう,hangeul=중|rv=jung|mr=chung,,,,,,,,,,,,,,,,
271,仵,10630.0,wǔ,ng5,,,,,こ,,,hangeul=오|rv=o|mr=o,,,,,,,,,,,,,,,,
272,件,10631.0,jiàn,gin6,khien,,kiǎⁿ,2ji,げん,げん,けん,hangeul=건,,,,,,,,,,,,,,,,
273,价,10632.0,jiè,gaai3,,,,,け,け,かい,hangeul=개|rv=gae|mr=kae,,,,,,,,,,,,,,,,
274,仸,10633.0,yǎo,jiu2,,,,,,,,,,,,,,,,,,,,,,,,
275,仹,10634.0,fēng,fung1,,,,,,,,,,,,,,,,,,,,,,,,
276,任,10636.0,rèn,jam6,yim,,,3zen,にん,にん,じん,,,,,,,,,,,,,,,,,
277,份,10638.0,fèn,fan6,fun,,hūn,,ひん,,,hangeul=빈|rv=bin|mr=pin,,,,,,,,,,,,,,,,
278,仿,10640.0,fǎng,fong2,,,hóng,,ほう,ほう,ほう,hangeul=방|rv=bang|mr=pang|y=pang,,,,,,,,,,,,,,,,
279,伀,10641.0,zhōng,zung1,,,,,しゅ,しゅ,しょう,hangeul=종|rv=jong|mr=chong,,,,,,,,,,,,,,,,
280,伂,10643.0,,,,,,,はい,,,,,,,,,,,,,,,,,,,
281,伄,10645.0,diào,diu3,,,,,ちょう,,,,,,,,,,,,,,,,,,,
282,伆,10647.0,wù,mat6,,,,,,,,,,,,,,,,,,,,,,,,
283,伈,10649.0,xǐn,sam2,,,,,しん,,,hangeul=[[심]], [[침]]|rv=sim, chim|mr=sim, ch'im,,,,,,,,,,,,,
284,伉,10650.0,kàng,kong3,,,,,こう,こう,,hangeul=항|rv=hang|mr=hang,,,,,,,,,,,,,,,,
285,伊,10651.0,yī,ji1,yî,,,1i,い,い,い,hangeul=이|mr=yi,,,,,,,,,,,,,,,,
286,伋,10652.0,jí,kap1,,,,,きゅう,きゅう,きゅう,hangeul=급|rv=geup|mr=kŭp,,,,,,,,,,,,,,,,
287,伍,10654.0,wǔ,ng5,,,gó͘,,ご,ご,ご,hangeul=오|rv=o|mr=o,,,,,,,,,,,,,,,,
288,伎,10655.0,jì,gei6,,,,,き,,,hangeul=[[기]]|rv=gi|mr=ki,,,,,,,,,,,,,,,,
289,伏,10656.0,fú,buk6,fu̍k,,ho̍k,,ぶく,ぶく,ふく,hangeul=[[복]], [[부]]|rv=bok, bu|mr=pok, pu|y=pok, pwu, pwuk,,,,,,,,,,,
290,休,10658.0,xiū,jau1,hiû,hiu1,hiu,,く,く,きゅう,,,,,,,,,,,,,,,,,
291,伭,10688.0,xián,jin4,,,,,けん,,,,,,,,,,,,,,,,,,,
292,伯,10693.0,bó,baak3,pak,,,,ひゃく,ひゃく,はく,맏|백,,,,,,,,,,,,,,,,
293,估,10715.0,gū,gu2,kû,,kó͘,2ku,く,く,こ,hangeul=고|rv=go|mr=ko|y=ko,,,,,,,,,,,,,,,,
294,伱,10716.0,,,,,,,に,に,じ,,,,,,,,,,,,,,,,,
295,伴,10719.0,bàn,bun6,phân,,,,ばん,ばん,はん,hangeul=반|rv=ban|mr=pan,,,,,,,,,,,,,,,,
296,伶,10721.0,líng,ling4,làng,,,,りょう,りょう,れい,hangeul=령|rv=ryeong|mr=ryŏng,,,,,,,,,,,,,,,,
297,伷,10722.0,zhòu,zau6,,,,,ちゅう,,,,,,,,,,,,,,,,,,,
298,伸,10723.0,shēn,san1,chhûn,,chhun,,しん,,,hangeul=신|rv=sin|mr=sin,,,,,,,,,,,,,,,,
299,伹,10724.0,qū,ceoi1,,,,,しょ,,,,,,,,,,,,,,,,,,,
300,伺,10725.0,sì,zi6,,,,,し,し,し,hangeul=사|rv=sa|mr=sa,,,,,,,,,,,,,,,,
301,伻,10726.0,bēng,ping4,,,,,ひょう,ひょう,ほう,hangeul=팽|rv=paeng|mr=p'aeng,,,,,,,,,,,,,,,,
302,似,10727.0,sì,ci5,,,sāi,,じ,じ,し,hangeul=사|rv=sa|mr=sa,,,,,,,,,,,,,,,,
303,伽,10728.0,qié,ke4,,,,,ぎゃ,ぎゃ,きゃ,hangeul=가|eumhun=[[절]]|rv=ga|mr=ka,,,,,,,,,,,,,,,,
304,伾,10729.0,pī,pei1,,,,,ひ,,,hangeul=비|rv=bi|mr=pi,,,,,,,,,,,,,,,,
305,伿,10730.0,yì,ji6,,,,,い,,,,,,,,,,,,,,,,,,,
306,佀,10731.0,,,,,,,し,,,hangeul=사|rv=sa|mr=sa,,,,,,,,,,,,,,,,
307,佁,10732.0,yǐ,ji4,,,,,あい,,,hangeul=이|rv=i|mr=i,,,,,,,,,,,,,,,,
308,佂,10733.0,zhēng,zing1,,,,,しょう,,,hangeul=정|rv=jeong|mr=chŏng,,,,,,,,,,,,,,,,
309,佃,10734.0,tián,tin4,,,,,でん,でん,てん,hangeul=전|rv=jeon|mr=chŏn,,,,,,,,,,,,,,,,
310,佅,10736.0,mài,maai6,,,,,,,,,,,,,,,,,,,,,,,,
311,但,10737.0,dàn,daan6,than,,tān,2te,だん,だん,たん,hangeul=단|rv=dan|mr=tan,,,,,,,,,,,,,,,,
312,佇,10738.0,zhù,cyu5,,,,,じょ,じょ,ちょ,hangeul=저|rv=jeo|mr=chŏ|y=ce,,,,,,,,,,,,,,,,
313,佈,10739.0,bù,bou3,,,pò͘,,ほ,,,hangeul=포|rv=po|mr=p'o,,,,,,,,,,,,,,,,
314,佉,10740.0,qū,keoi1,,,,,か,か,きゃ,hangeul=[[구]], [[거]]|rv=gu, geo|mr=ku, kŏ,,,,,,,,,,,,,
315,佊,10741.0,bǐ,bei2,,,,,,,,hangeul=피|rv=pi|mr=p'i,,,,,,,,,,,,,,,,
316,佋,10742.0,zhāo,,,,,,じょう,じょう,しょう,hangeul=소|rv=so|mr=so,,,,,,,,,,,,,,,,
317,佌,10743.0,cǐ,ci2,,,,,し,し,し,,,,,,,,,,,,,,,,,
318,位,10744.0,wèi,wai6,vi,vi4,ūi,3hhue,い,い,い,hangeul=위|mr=wi,,,,,,,,,,,,,,,,
319,住,10746.0,zhù,zyu6,chhu,,,3zr,じゅう,じゅう,ちゅう,hangeul=주|mr=chu,,,,,,,,,,,,,,,,
320,佐,10806.0,zuǒ,zo3,chó,,chó͘,,さ,さ,さ,돕다|도울|좌,,,,,,,,,,,,,,,,
321,佑,10807.0,yòu,jau6,,,,3hhieu,う,う,ゆう,hangeul=우|rv=u|mr=u,,,,,,,,,,,,,,,,
322,佒,10808.0,yāng,joeng2,,,,,おう,おう,おう,hangeul=앙|rv=ang|mr=ang,,,,,,,,,,,,,,,,
323,体,10809.0,bèn,ban6,,,,,たい,たい,てい,,,,,,,,,,,,,,,,,
324,佔,10810.0,zhàn,zim3,cham,,chiàm,,ちん,ちん,せん,hangeul=점|rv=jeom|mr=chŏm,,,,,,,,,,,,,,,,
325,佖,10811.0,bì,bit1,,,,,びち,びち,ひつ,hangeul=필|rv=pil|mr=p'il,,,,,,,,,,,,,,,,
326,佗,10812.0,tuó,to4,,,tô,,た,,,hangeul=타|rv=ta|mr=t'a,,,,,,,,,,,,,,,,
327,余,10814.0,yú,jyu4,yì,,,3hhy,よ,よ,よ,hangeul=여|rv=yeo|mr=yŏ,,,,,,,,,,,,,,,,
328,佚,10815.0,yì,jat6,,,e̍k,,いち,いち,いつ,hangeul=[[일]], [[질]]|rv=il, jil|mr=il, chil,,,,,,,,,,,,,
329,佛,10816.0,fó,fat6,fu̍t,fud6,,5veq,ぶつ,ぶつ,ふつ,hangeul=[[불]], [[필]],,,,,,,,,,,,,,,
330,作,10817.0,zuò,zok3,chok,zog5,chok,4tsoq,さく,さく,さく,hangeul=[[작]], [[주]]|mr=chak, chu,,,,,,,,,,,,,,
331,佝,10818.0,gōu,kau3,,,,,く,く,こう,hangeul=구|rv=gu|mr=ku,,,,,,,,,,,,,,,,
332,佞,10819.0,nìng,ning6,,,,,ねい,,,hangeul=녕|rv=nyeong|mr=nyŏng,,,,,,,,,,,,,,,,
333,佟,10820.0,tóng,tung4,,,,,ず,ず,とう,hangeul=퉁|rv=tung|mr=t'ung,,,,,,,,,,,,,,,,
334,佩,10830.0,pèi,pui3,phi,,pōe,,はい,,,hangeul=패|rv=pae|mr=p'ae,,,,,,,,,,,,,,,,
335,佪,10831.0,huí,,,,,,え,え,かい,hangeul=회|rv=hoe|mr=hoe,,,,,,,,,,,,,,,,
336,佫,10832.0,gé,gaak3,,,,,かく,,,,,,,,,,,,,,,,,,,
337,佮,10835.0,gé,gap3,,,kap,,こう,,,hangeul=합|eumhun=|rv=hap|mr=hap|y=hap,,,,,,,,,,,,,,,,
338,佯,10836.0,yáng,joeng4,,,,,よう,よう,よう,hangeul=양|rv=yang|mr=yang,,,,,,,,,,,,,,,,
339,佰,10837.0,bǎi,baak3,,,pah,,びゃく,びゃく,はく,hangeul=백|rv=baek|mr=paek,,,,,,,,,,,,,,,,
340,佳,10840.0,jiā,gaai1,kâ,,kai,,け,け,かい,hangeul=[[가]], [[개]]|rv=ga, gae|mr=ka, kae|eumhun=[[아름답다|아름다울]],,,,,,,,,,,,,
341,佴,10841.0,èr,ji6,,,,,じ,,,hangeul=이|rv=i|mr=i,,,,,,,,,,,,,,,,
342,併,10842.0,bìng,bing3,,,pèng,,ひょう,ひょう,へい,hangeul=병|rv=byeong|mr=pyŏng,,,,,,,,,,,,,,,,
343,佶,10843.0,jí,gat1,,,,,ごち,ごち,きつ,hangeul=길|rv=gil|mr=kil,,,,,,,,,,,,,,,,
344,佸,10845.0,huó,kut3,,,,,かつ,,,hangeul=괄|rv=gwal|mr=kwal,,,,,,,,,,,,,,,,
345,佹,10846.0,guǐ,gwai2,,,,,き,,,hangeul=궤|rv=gwe|mr=kwe,,,,,,,,,,,,,,,,
346,佺,10847.0,quán,cyun4,,,,,せん,,,hangeul=전|rv=jeon|mr=chŏn,,,,,,,,,,,,,,,,
347,佻,10848.0,tiāo,tiu4,,,,,じょう,じょう,ちょう,hangeul=조|rv=jo|mr=cho,,,,,,,,,,,,,,,,
348,佼,10849.0,jiǎo,gaau2,,,,,こう,きょう,こう,hangeul=교|rv=gyo|mr=kyo,,,,,,,,,,,,,,,,
349,佾,10851.0,yì,jat6,,,,,いち,いち,いつ,hangeul=일|rv=il|mr=il,,,,,,,,,,,,,,,,
350,使,10852.0,shǐ,sai2,sṳ́,,sái,2sr,し,し,し,hangeul=[[사]], [[시]]|rv=sa, si|mr=sa, si,,,,,,,,,,,,,
351,侀,10853.0,xíng,jing4,,,,,けい,,,hangeul=형|rv=hyeong|mr=hyŏng,,,,,,,,,,,,,,,,
352,侁,10854.0,shēn,san1,,,,,しん,,,hangeul=신|rv=sin|mr=sin,,,,,,,,,,,,,,,,
353,侂,10855.0,tuō,tok3,,,,,たく,,,hangeul=탁|rv=tak|mr=t'ak,,,,,,,,,,,,,,,,
354,侃,10856.0,kǎn,hon2,,,án,,かん,かん,かん,hangeul=간|rv=gan|mr=kan,,,,,,,,,,,,,,,,
355,侄,10857.0,,,,,,,しつ,,,hangeul=질|rv=jil|mr=chil,,,,,,,,,,,,,,,,
356,侅,10858.0,gāi,goi1,,,,,かい,,,hangeul=해|rv=hae|mr=hae,,,,,,,,,,,,,,,,
357,來,10859.0,lái,loi4,lòi,loi2,lâi,3le,らい,らい,らい,오다|올|래,,,,,,,,,,,,,,,,
358,侈,10861.0,chǐ,ci2,,,chhír,,し,し,し,hangeul=치|rv=chi|mr=ch'i,,,,,,,,,,,,,,,,
359,侉,10862.0,kuǎ,kwaa2,,,,,か,,,hangeul=과|rv=gwa|mr=kwa,,,,,,,,,,,,,,,,
360,侊,10863.0,guāng,gong1,,,,,こう,こう,こう,hangeul=광|rv=gwang|mr=kwang,,,,,,,,,,,,,,,,
361,例,10864.0,lì,lai6,li,li4,,3li,れ,れ,れい,hangeul=[[례]]>[[예]],,,,,,,,,,,,,,,,
362,侍,10866.0,shì,si6,sṳ,,sī,3zr,じ,じ,し,hangeul=시,,,,,,,,,,,,,,,,
363,侎,10867.0,mǐ,mei5,,,,,び,,,hangeul=미|rv=mi|mr=mi,,,,,,,,,,,,,,,,
364,侏,10868.0,zhū,zyu1,,,chu,,す,す,しゅ,hangeul=주|rv=ju|mr=chu,,,,,,,,,,,,,,,,
365,侐,10869.0,xù,gwik1,,,,,きょく,,,hangeul=혁|rv=hyeok|mr=hyŏk,,,,,,,,,,,,,,,,
366,侑,10870.0,yòu,jau6,,,,,う,う,ゆう,hangeul=유|rv=yu|mr=yu,,,,,,,,,,,,,,,,
367,侒,10871.0,ān,on1,,,,,あん,,,hangeul=안|rv=an|mr=an,,,,,,,,,,,,,,,,
368,侔,10873.0,móu,mau4,,,,,ぼう,,,hangeul=모|rv=mo|mr=mo,,,,,,,,,,,,,,,,
369,侖,10875.0,lún,leon4,,,lûn,,りん,りん,りん,hangeul=[[륜]]>[[윤]]|eumhun=|rv=ryun>yun|mr=ryun>yun|y=lyun>yun,,,,,,,,,,,,,,,,
370,侘,10877.0,chà,caa3,,,,,ちゃ,ちゃ,た,hangeul=차|rv=cha|mr=ch'a,,,,,,,,,,,,,,,,
371,侙,10878.0,chī,cik1,,,,,ちょく,,,hangeul=칙|rv=chik|mr=ch'ik,,,,,,,,,,,,,,,,
372,侚,10879.0,xùn,seon1,,,,,しゅん,,,hangeul=순|rv=sun|mr=sun,,,,,,,,,,,,,,,,
373,供,10880.0,gōng,gung1,kiûng,,,1kon,く,く,きょう,hangeul=공|mr=kong,,,,,,,,,,,,,,,,
374,侜,10881.0,zhōu,zau1,,,,,ちゅう,,,hangeul=주|rv=ju|mr=chu,,,,,,,,,,,,,,,,
375,依,10883.0,yī,ji1,yî,,i,,え,え,い,hangeul=의|rv=ui|mr=ŭi,,,,,,,,,,,,,,,,
376,侣,10889.0,,,,,,,,,,,,,,,,,,,,,,,,,,
377,侮,10902.0,wǔ,mou5,,,bú,,む,む,ぶ,hangeul=모|rv=mo|mr=mo,,,,,,,,,,,,,,,,
378,侯,10903.0,hóu,hau4,,,hiô,,ぐ,ぐ,こう,hangeul=[[후]], [[혜]]|eumhun=제후, 어조사 혜|rv=hu, hye|mr=hu, hye|y=hwu, hyey,,,,,,,,,,,
379,侲,10906.0,zhèn,zan3,,,,,しん,,,hangeul=진|rv=jin|mr=chin,,,,,,,,,,,,,,,,
380,侳,10907.0,zuò,co3,,,,,さ,,,hangeul=좌|rv=jwa|mr=chwa,,,,,,,,,,,,,,,,
381,侵,10909.0,qīn,cam1,chhîm,,chhim,,しん,,,hangeul=침|rv=chim|mr=ch'im,,,,,,,,,,,,,,,,
382,侶,10910.0,lǚ,leoi5,,,lír,,ろ,ろ,りょ,hangeul=려|rv=ryeo|mr=ryŏ,,,,,,,,,,,,,,,,
383,侷,10911.0,,,,,,,きょく,,,hangeul=국|rv=guk|mr=kuk,,,,,,,,,,,,,,,,
384,侸,10912.0,dōu,,,,,,,,,hangeul=두|rv=du|mr=tu|y=twu,,,,,,,,,,,,,,,,
385,侹,10913.0,tǐng,ting2,,,,,てい,,,hangeul=정|rv=jeong|mr=chŏng,,,,,,,,,,,,,,,,
386,侺,10914.0,shèn,sam6,,,,,しん,,,,,,,,,,,,,,,,,,,
387,侻,10915.0,tuō,tyut3,,,,,たつ,,,hangeul=탈|rv=tal|mr=t'al,,,,,,,,,,,,,,,,
388,便,10919.0,biàn,bin6,phien,,piān,3bi,べん,べん,へん,편하다|편할|편,,,,,,,,,,,,,,,,
389,俁,10921.0,yǔ,jyu5,,,,,ぐ,,,hangeul=[[우]]|rv=u|mr=u,,,,,,,,,,,,,,,,
390,係,10922.0,xì,hai6,he,hê4,hē,,げ,げ,けい,hangeul=계|rv=|mr=kye,,,,,,,,,,,,,,,,
391,促,10923.0,cù,cuk1,,,chhiok,,そく,そく,しょく,hangeul=촉|rv=chok|mr=ch'ok,,,,,,,,,,,,,,,,
392,俄,10924.0,é,ngo4,ngò,,,3ngu,が,が,が,hangeul=아|mr=a,,,,,,,,,,,,,,,,
393,俅,10925.0,qiú,kau4,,,,,ぐ,ぐ,きゅう,hangeul=구|rv=gu|mr=ku,,,,,,,,,,,,,,,,
394,俆,10926.0,xú,ceoi4,,,,,しょ,,,,,,,,,,,,,,,,,,,
