Unnamed: 0,Column1,Column2,mand_pron,mand_tone,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,kor_0,kor_1,kor_2
4540,款,18347.0,kuan,3,fun2,khoán,kuan3,,,かん,かん,かん,ㄱ,ㅘ,ㄴ
4541,欿,18348.0,kan,3,ham2,,,,,たん,,,ㄱ,ㅏ,ㅁ
4542,歀,18349.0,,,,,,,,,,,ㄱ,ㅘ,ㄴ
4543,歁,18350.0,kan,3,ham3,,,,,,,,ㄱ,ㅏ,ㅁ
4544,歂,18351.0,chuan,2,cyun2,,,,,,,,ㅊ,ㅓ,ㄴ
4545,歃,18352.0,sha,4,saap3,,,,,そう,,,ㅅ,ㅏ,ㅂ
4546,歄,18353.0,gua,1,gwaa1,,,,,,,,ㄱ,ㅘ,
4547,歅,18354.0,yin,1,jan1,,,,,,,,ㅇ,ㅣ,ㄴ
4548,歆,18355.0,xin,1,jam1,,,,,きん,,,ㅎ,ㅡ,ㅁ
4549,歇,18356.0,xie,1,hit3,hiet,,hiat,,こち,こち,けつ,ㅎ,ㅓ,ㄹ
4550,歈,18357.0,yu,2,jyu4,,,,,,,,ㅇ,ㅠ,
4551,歉,18358.0,qian,4,hip3,khiam,,iàm,,けん,,,ㄱ,ㅕ,ㅁ
4552,歊,18359.0,xiao,1,hiu1,,,,,きょう,,,ㅎ,ㅛ,
4553,歋,18360.0,,,,,,,,,,,ㅇ,ㅣ,
4554,歌,18361.0,ge,1,go1,kô,,koa,1ku,か,か,か,ㄱ,ㅏ,
4555,歍,18362.0,,,,,,,,お,,,ㅇ,ㅗ,
4556,歎,18363.0,tan,4,taan3,,,,,たん,,,ㅌ,ㅏ,ㄴ
4557,歏,18364.0,jin,4,gan6,,,,,,,,ㄱ,ㅡ,ㄴ
4558,歐,18365.0,ou,1,au1,êu,,au,1eu,う,う,おう,ㄱ,ㅜ,
4559,歑,18366.0,hu,1,fu1,,,,,,,,ㅎ,ㅗ,
4560,歔,18369.0,xu,1,heoi1,,,,,きょ,,,ㅎ,ㅓ,
4561,歕,18370.0,pen,1,pan3,,,,,,,,ㅂ,ㅜ,ㄴ
4562,歖,18371.0,xi,3,hei2,,,,,き,,,ㅎ,ㅢ,
4563,歗,18372.0,,,,,,,,,,,ㅅ,ㅗ,
4564,歙,18374.0,she,4,kap1,,,,,こう,こう,きゅう,ㅎ,ㅡ,ㅂ
4565,歛,18376.0,han,1,,,,,,かん,,,ㄱ,ㅏ,ㅁ
4566,歜,18377.0,chu,4,cuk1,,,,,,,,ㅊ,ㅗ,ㄱ
4567,歟,18380.0,yu,2,jyu4,,,û,,よ,よ,よ,ㅇ,ㅕ,
4568,歠,18381.0,chuo,4,zyut3,,,,,せち,せち,せつ,ㅊ,ㅓ,ㄹ
4569,歡,18382.0,huan,1,fun1,fôn,fon1,hoaⁿ,1huoe,かん,,,ㅎ,ㅘ,ㄴ
4570,止,18383.0,zhi,3,zi2,chí,,chí,,し,し,し,ㅈ,ㅣ,
4571,正,18384.0,zheng,4,zeng3,chang,,chiàⁿ,2tsen,しょう,しょう,せい,ㅈ,ㅓ,ㅇ
4572,此,18385.0,ci,3,ci2,chhṳ́,,,2tshr,し,し,し,ㅊ,ㅏ,
4573,步,18386.0,bu,4,bou6,phu,,pō͘,3bu,ぶ,ぶ,ほ,ㅂ,ㅗ,
4574,武,18387.0,wu,3,mou5,vú,vu1,bú,3vu,む,む,ぶ,ㅁ,ㅜ,
4575,歧,18388.0,qi,2,kei4,,,kî,,き,,,ㄱ,ㅣ,
4576,歫,18396.0,ju,4,keoi5,,,,,きょ,,,ㄱ,ㅓ,
4577,歬,18397.0,,,,,,,,,,,ㅈ,ㅓ,ㄴ
4578,歭,18398.0,chi,2,ci4,,,,,,,,ㅊ,ㅣ,
4579,歰,18401.0,se,4,saap3,,,,,しゅう,,,ㅅ,ㅏ,ㅂ
4580,歱,18402.0,zhong,3,zung2,,,,,,,,ㅈ,ㅗ,ㅇ
4581,歲,18403.0,sui,4,seoi3,se,sê4,,2soe,せい,,,ㅅ,ㅔ,
4582,歷,18408.0,li,4,lik6,li̍t,,,5liq,れき,,,ㄹ,ㅕ,ㄱ
4583,歸,18409.0,gui,1,gwai1,kûi,gui1,kui,1jy,き,き,き,ㄱ,ㅟ,
4584,歹,18410.0,dai,3,daai2,tái,,tái,2te,がつ,,,ㅇ,ㅏ,ㄹ
4585,歺,18411.0,,,,,,,,がつ,,,ㅇ,ㅏ,ㄹ
4586,死,18412.0,si,3,sei2,sí,xi3,sí,2xi,し,し,し,ㅅ,ㅏ,
4587,歿,18416.0,mo,4,mut6,mut,,,,もち,もち,ぼつ,ㅁ,ㅗ,ㄹ
4588,殀,18417.0,,,,,,,,よう,,,ㅇ,ㅛ,
4589,殂,18419.0,cu,2,cou4,,,,,そ,,,ㅈ,ㅗ,
4590,殃,18420.0,yang,1,joeng1,,,,,よう,,,ㅇ,ㅏ,ㅇ
4591,殄,18421.0,tian,3,tin5,,,,,でん,でん,てん,ㅈ,ㅣ,ㄴ
4592,殆,18423.0,dai,4,toi5,,tai4,tāi,,だい,だい,たい,ㅌ,ㅐ,
4593,殈,18425.0,xu,4,gwik1,,,,,,,,ㅎ,ㅕ,ㄱ
4594,殉,18426.0,xun,4,seon1,,,,,じゅん,じゅん,しゅん,ㅅ,ㅜ,ㄴ
4595,殊,18427.0,shu,1,syu4,sû,,sû,3zr,じゅ,じゅ,しゅ,ㅅ,ㅜ,
4596,殍,18430.0,piao,3,piu5,,,,,び,び,ひ,ㅍ,ㅛ,
4597,殏,18433.0,qiu,2,kau4,,,,,,,,ㄱ,ㅜ,
4598,殐,18434.0,su,4,suk1,,,,,,,,ㅅ,ㅗ,ㄱ
4599,殑,18435.0,qing,2,king4,,,,,きょう,,,ㄱ,ㅡ,ㅇ
4600,殔,18438.0,,,,,,,,,,,ㅇ,ㅣ,
4601,殕,18439.0,fou,3,fau2,,,,,ふ,ふ,ふう,ㅂ,ㅜ,
4602,殖,18440.0,zhi,2,zik6,chhṳ̍t,,sia̍k,,じき,じき,しょく,ㅅ,ㅣ,ㄱ
4603,殗,18441.0,ye,4,jip3,,,,,よう,,,ㅇ,ㅓ,ㅂ
4604,殘,18442.0,can,2,caan4,,,chhân,,ざん,ざん,さん,ㅈ,ㅏ,ㄴ
4605,殙,18443.0,hun,1,fan1,,,,,,,,ㅎ,ㅗ,ㄴ
4606,殛,18445.0,ji,2,gik1,,,,,きょく,,,ㄱ,ㅡ,ㄱ
4607,殜,18446.0,die,2,jip6,,,,,,,,ㅇ,ㅕ,ㅂ
4608,殞,18448.0,yun,3,wan5,,,,,いん,いん,いん,ㅇ,ㅜ,ㄴ
4609,殟,18449.0,wen,1,wan1,,,,,おつ,,,ㅇ,ㅗ,ㄴ
4610,殠,18450.0,,,,,,,,しゅう,,,ㅊ,ㅜ,
4611,殢,18452.0,ti,4,tai3,,,,,てい,,,ㅊ,ㅔ,
4612,殣,18453.0,jin,3,gan6,,,,,きん,,,ㄱ,ㅡ,ㄴ
4613,殤,18454.0,shang,1,soeng1,,,siong,,しょう,,,ㅅ,ㅏ,ㅇ
4614,殧,18457.0,cu,4,zuk1,,,,,,,,ㅊ,ㅜ,ㄱ
4615,殨,18458.0,hui,4,kui2,,,,,かい,,,ㄱ,ㅞ,
4616,殩,18459.0,cuan,4,cyun3,,,,,さん,,,ㅊ,ㅏ,ㄴ
4617,殪,18460.0,yi,4,ji3,,,,,えい,,,ㅇ,ㅔ,
4618,殫,18461.0,dan,1,daan1,,,,,たん,たん,たん,ㅌ,ㅏ,ㄴ
4619,殬,18462.0,,,,,,,,と,,,ㄷ,ㅜ,
4620,殭,18463.0,,,,,,,,きょう,,,ㄱ,ㅏ,ㅇ
4621,殮,18464.0,lian,4,lim6,,,,,れん,,,ㄹ,ㅕ,ㅁ
4622,殯,18465.0,bin,4,ban3,,,pìn,,ひん,,,ㅂ,ㅣ,ㄴ
4623,殰,18466.0,du,1,duk6,,,,,とく,,,ㄷ,ㅗ,ㄱ
4624,殲,18468.0,jian,1,cim1,,,chhiam,,せん,,,ㅅ,ㅓ,ㅁ
4625,殳,18469.0,shu,1,syu4,,,sû,,しゅ,,,ㅅ,ㅜ,
4626,段,18471.0,duan,4,dyun6,thon,,tōaⁿ,3doe,だん,だん,たん,ㄷ,ㅏ,ㄴ
4627,殷,18473.0,yin,1,jan1,,,,1in,いん,,,ㅇ,ㅡ,ㄴ
4628,殸,18474.0,keng,1,,,,,,けい,,,ㅅ,ㅓ,ㅇ
4629,殹,18475.0,yi,4,ai3,,,,,えい,,,ㅇ,ㅖ,
4630,殺,18476.0,sha,1,saat3,sat,sad5,sat,4saq,せい,せい,さい,ㅅ,ㅏ,ㄹ
4631,殽,18479.0,,,,,,,,こう,,,ㅎ,ㅛ,
4632,殿,18481.0,dian,4,din6,thien,tiên4,tiān,,でん,でん,てん,ㅈ,ㅓ,ㄴ
4633,毀,18482.0,hui,3,wai2,fí,,húi,,き,き,き,ㅎ,ㅞ,
4634,毁,18483.0,,,,,,,,,,,ㅎ,ㅞ,
4635,毃,18485.0,,,,,,,,かく,,,ㄱ,ㅏ,ㄱ
4636,毅,18487.0,yi,4,ngai6,,,gē,,げ,げ,ぎ,ㅇ,ㅢ,
4637,毆,18488.0,ou,1,au2,,,,,う,う,おう,ㄱ,ㅜ,
4638,毇,18489.0,hui,3,wai2,,,,,,,,ㅎ,ㅞ,
4639,毈,18490.0,duan,4,dyun6,,,,,,,,ㄷ,ㅏ,ㄴ
4640,毊,18492.0,,,,,,,,,,,ㅎ,ㅛ,
4641,毋,18493.0,wu,2,mou4,mù,vu2,bû,,む,む,ぶ,ㅁ,ㅜ,
4642,毌,18494.0,guan,4,gun3,,,,,かん,,,ㄱ,ㅘ,ㄴ
4643,母,18495.0,mu,3,mou5,mû,mu1,bú,3mu,む,む,ぼう,ㅁ,ㅗ,
4644,每,18497.0,mei,3,mui5,mî,,,3me,まい,,,ㅁ,ㅐ,
4645,毐,18498.0,ai,3,oi2,,ai3,,,,,,ㅇ,ㅐ,
4646,毒,18500.0,du,2,duk6,thu̍k,tug6,to̍k,5doq,どく,どく,とく,ㄷ,ㅗ,ㄱ
4647,毓,18501.0,yu,4,juk1,,,io̍k,,いく,,,ㅇ,ㅠ,ㄱ
4648,比,18502.0,bi,3,bei2,pí,,pí,2pi,ひ,ひ,ひ,ㅂ,ㅣ,
4649,毖,18504.0,bi,4,bei3,,,pì,,ひ,,,ㅂ,ㅣ,
4650,毗,18505.0,pi,2,pei4,,,pî,,ひ,,,ㅂ,ㅣ,
4651,毚,18508.0,chan,2,caam4,,,chhâm,,ぜん,ぜん,さん,ㅊ,ㅏ,ㅁ
4652,毛,18509.0,mao,2,mou4,mô,,,3mau,もう,もう,ぼう,ㅁ,ㅗ,
4653,毢,18516.0,sai,1,soi1,,,,,,,,ㅅ,ㅣ,
4654,毣,18517.0,mu,4,muk6,,,,,ぼく,,,ㅁ,ㅗ,ㄱ
4655,毤,18518.0,tuo,4,teoi3,,,,,,,,ㅌ,ㅏ,
4656,毦,18520.0,er,3,nei6,,,,,じ,,,ㅇ,ㅣ,
4657,毨,18522.0,xian,3,sin2,,,,,,,,ㅅ,ㅓ,ㄴ
4658,毫,18525.0,hao,2,hou4,,,hô,3hhau,ごう,ごう,こう,ㅎ,ㅗ,
4659,毬,18526.0,,,,,,,,ぐ,ぐ,きゅう,ㄱ,ㅜ,
4660,毭,18527.0,dou,4,dau6,,,,,,,,ㄷ,ㅜ,
4661,毯,18529.0,tan,3,taan2,,,thám,,たん,たん,たん,ㄷ,ㅏ,ㅁ
4662,毰,18530.0,pei,2,pui4,,,,,,,,ㅂ,ㅐ,
4663,毱,18531.0,ju,2,guk1,,,,,きく,,,ㄱ,ㅜ,ㄱ
4664,毳,18533.0,cui,4,ceoi3,,,,,さい,さい,せい,ㅊ,ㅟ,
4665,毸,18538.0,,,,,,,,,,,ㅅ,ㅣ,
4666,毻,18541.0,tuo,4,to3,,,,,,,,ㅌ,ㅏ,
4667,毼,18542.0,he,2,hot3,,,,,,,,ㄱ,ㅏ,ㄹ
4668,毾,18544.0,ta,4,taap3,,,,,,,,ㅌ,ㅏ,ㅂ
4669,毿,18545.0,san,1,saam1,,,,,さん,,,ㅅ,ㅏ,ㄴ
4670,氀,18546.0,lü,2,leoi4,,,,,,,,ㄹ,ㅜ,
4671,氂,18548.0,li,2,lei4,,,,,り,,,ㄹ,ㅣ,
4672,氄,18550.0,rong,3,jung5,,,,,じゅう,,,ㅇ,ㅛ,ㅇ
4673,氅,18551.0,chang,3,cong2,,,,,しょう,,,ㅊ,ㅏ,ㅇ
4674,氈,18554.0,zhan,1,zin1,chân,,chiam,,せん,せん,せん,ㅈ,ㅓ,ㄴ
4675,氍,18559.0,qu,2,keoi4,,,kû,,く,,,ㄱ,ㅜ,
4676,氏,18561.0,shi,4,si6,sṳ,,sǐ,3zr,じ,じ,し,ㅆ,ㅣ,
4677,氐,18562.0,di,1,dai1,,,tí,,だい,だい,たい,ㅈ,ㅓ,
4678,氒,18564.0,,,,,,,,けつ,,,ㄱ,ㅝ,ㄹ
4679,氓,18565.0,mang,2,mong4,,,bâng,,みょう,みょう,もう,ㅁ,ㅐ,ㅇ
4680,气,18566.0,,,,,,,,け,け,き,ㄱ,ㅣ,
4681,氛,18573.0,fen,1,fan1,,,hun,,ぶん,ぶん,ふん,ㅂ,ㅜ,ㄴ
4682,氣,18581.0,qi,4,hei3,hi,hi4,ì,2qi,け,け,き,ㄱ,ㅣ,
4683,氤,18582.0,yin,1,jan1,,,,,いん,いん,いん,ㅇ,ㅣ,ㄴ
4684,氳,18597.0,yun,1,wan1,,,,,うん,うん,うん,ㅇ,ㅗ,ㄴ
4685,氶,18598.0,zheng,3,cing2,,,,,しょう,,,ㅅ,ㅡ,ㅇ
4686,永,18599.0,yong,3,wing5,yún,yun3,éng,2ion,よう,よう,えい,ㅇ,ㅕ,ㅇ
4687,氾,18605.0,Fan,2,,,,,,ほん,ほん,はん,ㅂ,ㅓ,ㅁ
4688,氿,18606.0,gui,3,gwai2,,,,,き,,,ㄱ,ㅞ,
4689,汀,18607.0,ting,1,ting1,,,theng,,ちょう,ちょう,てい,ㅈ,ㅓ,ㅇ
4690,汁,18608.0,zhi,1,zap1,chṳp,,,4tseq,しゅう,しゅう,しゅう,ㅈ,ㅡ,ㅂ
4691,求,18609.0,qiu,2,kau4,khiù,,kiû,3jjieu,ぐ,ぐ,きゅう,ㄱ,ㅜ,
4692,汃,18610.0,bin,1,ban1,,,,,,,,ㅍ,ㅏ,ㄹ
4693,汅,18612.0,,,,,,,,,,,ㅁ,ㅕ,ㄴ
4694,汋,18618.0,zhuo,2,joek6,,,,,さく,,,ㅈ,ㅏ,ㄱ
4695,汍,18620.0,wan,2,jyun4,,,,,かん,,,ㅎ,ㅘ,ㄴ
4696,汎,18621.0,fan,4,,,,,,ほん,ほん,はん,ㅂ,ㅓ,ㅁ
4697,汏,18622.0,dai,4,daai6,,,thōa,,たい,,,ㄷ,ㅐ,
4698,汒,18625.0,,,,,,,,ぼう,,,ㅁ,ㅏ,ㅇ
4699,汓,18626.0,,,,,,,,,,,ㅅ,ㅜ,
4700,汔,18627.0,qi,4,ngat6,,,ki̍t,,こち,こち,きつ,ㅎ,ㅡ,ㄹ
4701,汕,18628.0,shan,4,saan3,,,sòaⁿ,,さん,,,ㅅ,ㅏ,ㄴ
4702,汗,18630.0,han,4,hon6,hon,,kōaⁿ,3hhoe,がん,がん,かん,ㅎ,ㅏ,ㄴ
4703,汘,18631.0,qian,1,cim4,,,,,,,,ㅊ,ㅓ,ㄴ
4704,汙,18632.0,,,,,,,,う,う,お,ㅇ,ㅗ,
4705,汚,18633.0,,,,,,,,う,う,お,ㅇ,ㅗ,
4706,汛,18634.0,xun,4,seon3,sun,,sìn,,しん,,,ㅅ,ㅣ,ㄴ
4707,汜,18635.0,si,4,ci5,,,,,し,,,ㅅ,ㅏ,
4708,汝,18636.0,ru,3,jyu5,nî,ni1,,3zr,にょ,にょ,じょ,ㅇ,ㅕ,
4709,汞,18637.0,gong,3,hung6,kúng,,hóng,,ぐ,ぐ,こう,ㅎ,ㅗ,ㅇ
4710,江,18639.0,jiang,1,gong1,kông,gong1,kang,1kaan,こう,こう,こう,ㄱ,ㅏ,ㅇ
4711,池,18640.0,chi,2,ci4,chhṳ̀,,tî,3zr,じ,じ,ち,ㅈ,ㅣ,
4712,汥,18645.0,zhi,1,zi1,,,,,,,,ㅈ,ㅣ,
4713,汦,18646.0,zhi,3,zi2,,,,,,,,ㅈ,ㅣ,
4714,汧,18647.0,qian,1,hin1,,,,,けん,,,ㄱ,ㅕ,ㄴ
4715,汨,18648.0,mi,4,mik6,,,be̍k,,みゃく,みゃく,べき,ㄱ,ㅗ,ㄹ
4716,汩,18649.0,gu,3,gwat1,,,,,いつ,いつ,ごち,ㄱ,ㅗ,ㄹ
4717,汪,18650.0,wang,1,wong1,vông,,ong,1uaan,おう,おう,おう,ㅇ,ㅘ,ㅇ
4718,汫,18651.0,jing,3,zeng2,,,chiáⁿ,,けい,,,ㅈ,ㅓ,ㅇ
4719,汭,18653.0,rui,4,jeoi6,,,,,ぜい,,,ㅇ,ㅖ,
4720,汮,18654.0,jun,1,gwan1,,,,,,,,ㄱ,ㅠ,ㄴ
4721,汰,18656.0,tai,4,taai3,,,thài,,たい,たい,たい,ㅌ,ㅐ,
4722,汱,18657.0,quan,3,gyun2,,,,,,,,ㄱ,ㅕ,ㄴ
4723,汲,18658.0,ji,2,kap1,,,ip,,こう,こう,きゅう,ㄱ,ㅡ,ㅂ
4724,汳,18659.0,bian,4,bin6,,,,,へん,,,ㅂ,ㅕ,ㄴ
4725,汴,18660.0,bian,4,bin6,,,,,へん,,,ㅍ,ㅏ,ㄴ
4726,汶,18662.0,wen,4,man6,,,būn,,ぶん,,,ㅁ,ㅜ,ㄴ
4727,汸,18664.0,,,,,,,,ほう,,,ㅂ,ㅏ,ㅇ
4728,決,18666.0,jue,2,kyut3,kiet,,koat,4jyq,けち,けち,けつ,ㄱ,ㅕ,ㄹ
4729,汻,18667.0,hang,3,hong5,,,,,こ,,,ㅇ,ㅗ,
4730,汾,18670.0,fen,2,fan4,,,hun,,ふん,,,ㅂ,ㅜ,ㄴ
4731,沁,18673.0,qin,4,sam3,,,sim,,しん,,,ㅅ,ㅣ,ㅁ
4732,沂,18674.0,yi,2,ji4,,,kî,,げ,げ,ぎ,ㄱ,ㅣ,
4733,沃,18675.0,wo,4,juk1,,,ak,,おく,おく,よく,ㅇ,ㅗ,ㄱ
4734,沄,18676.0,yun,2,wan4,,,,,,,,ㅇ,ㅜ,ㄴ
4735,沅,18677.0,yuan,2,jyun4,,,goán,,ごん,ごん,げん,ㅇ,ㅝ,ㄴ
4736,沆,18678.0,hang,4,hong4,,,òng,,こう,,,ㅎ,ㅏ,ㅇ
4737,沇,18679.0,yan,3,jin5,,,,,えん,,,ㅇ,ㅕ,ㄴ
4738,沈,18680.0,shen,3,sam2,sṳ́m,sem3,sím,2sen,しん,しん,しん,ㅊ,ㅣ,ㅁ
4739,沉,18681.0,chen,2,cam4,chhṳ̀m,,tîm,3zen,しん,しん,しん,ㅊ,ㅣ,ㅁ
4740,沋,18683.0,you,2,jau4,,,,,,,,ㅇ,ㅜ,
4741,沌,18684.0,dun,4,deon6,,,tūn,,どん,どん,とん,ㄷ,ㅗ,ㄴ
4742,沐,18688.0,mu,4,muk6,,mug6,bo̍k,,もく,もく,ぼく,ㅁ,ㅗ,ㄱ
4743,沑,18689.0,,,,,,,,,,,ㄴ,ㅠ,
4744,沒,18690.0,mei,2,mut6,,,bu̍t,5meq,ぼつ,,,ㅁ,ㅗ,ㄹ
4745,沓,18691.0,ta,4,daap6,,,ta̍p,,とう,どう,とう,ㄷ,ㅏ,ㅂ
4746,沔,18692.0,mian,3,min5,,,bián,,べん,,,ㅁ,ㅕ,ㄴ
4747,沕,18694.0,wu,4,mat6,,,,,ぶつ,,,ㅁ,ㅜ,ㄹ
4748,沖,18695.0,chong,1,cung1,chhûng,,chhèng,,じゅう,じゅう,ちゅう,ㅊ,ㅜ,ㅇ
4749,沘,18698.0,bi,3,bei2,,,,,ひ,,,ㅂ,ㅣ,
4750,沙,18699.0,sha,1,saa1,sâ,sa1,soa,1so,しゃ,しゃ,さ,ㅅ,ㅏ,
4751,沚,18700.0,zhi,3,zi2,,,,,し,し,し,ㅈ,ㅣ,
4752,沛,18701.0,pei,4,pui3,,pi4,ài,,はい,はい,はい,ㅍ,ㅐ,
4753,沜,18702.0,pan,4,pun3,,,,,はん,,,ㅂ,ㅏ,ㄴ
4754,沝,18703.0,zhui,3,zeoi2,,,,,,,,ㅊ,ㅜ,
4755,沞,18704.0,,,,,,,,,,,ㅈ,ㅏ,ㅂ
4756,没,18707.0,,,,,,,,もつ,もつ,ぼつ,ㅁ,ㅗ,ㄹ
4757,沫,18719.0,mo,4,mut6,,,boa̍t,,まち,まち,ばつ,ㅁ,ㅏ,ㄹ
4758,沬,18720.0,hui,4,,,,,,,,,ㅁ,ㅐ,
4759,沭,18721.0,shu,4,seot6,,,su̍t,,,,,ㅅ,ㅜ,ㄹ
4760,沮,18722.0,ju,3,zeoi2,,,chū,,そ,そ,しょ,ㅈ,ㅓ,
4761,沰,18724.0,tuo,1,tok3,,,,,たく,,,ㅌ,ㅏ,ㄱ
4762,沱,18725.0,tuo,2,to4,,,,,だ,だ,た,ㅌ,ㅏ,
4763,河,18727.0,he,2,ho4,hò,,hô,3hhu,が,が,か,ㅎ,ㅏ,
4764,沴,18728.0,li,4,leoi6,,,,,れい,,,ㄹ,ㅕ,
4765,沶,18730.0,,,,,,,,,,,ㅅ,ㅣ,
4766,沸,18733.0,fei,4,fai3,,,,,ひ,ひ,ひ,ㅂ,ㅣ,
4767,油,18734.0,you,2,jau4,yù,,iû,3hhieu,ゆ,ゆ,ゆう,ㅇ,ㅠ,
4768,沺,18735.0,tian,2,tin4,,,,,でん,でん,てん,ㅈ,ㅓ,ㄴ
4769,治,18736.0,zhi,4,zi6,chhṳ,,tǐ,3zr,じ,じ,ち,ㅊ,ㅣ,
4770,沼,18737.0,zhao,3,ziu2,,,chiáu,,しょう,しょう,しょう,ㅅ,ㅗ,
4771,沽,18738.0,gu,1,gu1,kû,,ko͘,,こ,,,ㄱ,ㅗ,
4772,沾,18739.0,zhan,1,zim1,,,tiam,,てん,,,ㅊ,ㅓ,ㅁ
4773,沿,18740.0,yan,2,jyun4,,,iân,,えん,えん,えん,ㅇ,ㅕ,ㄴ
4774,況,18742.0,kuang,4,fong3,khóng,kong3,hóng,2huaan,こう,こう,きょう,ㅎ,ㅘ,ㅇ
4775,泂,18743.0,jiong,3,gwing2,,,,,けい,,,ㅎ,ㅕ,ㅇ
4776,泄,18745.0,xie,4,sit3,siet,,siat,,え,え,えい,ㅅ,ㅓ,ㄹ
4777,泅,18746.0,qiu,2,cau4,,,siû,,しゅう,,,ㅅ,ㅜ,
4778,泆,18747.0,yi,4,jat6,,,e̍k,,いち,いち,いつ,ㅇ,ㅣ,ㄹ
4779,泈,18749.0,,,,,,,,,,,ㅈ,ㅗ,ㅇ
4780,泉,18750.0,quan,2,cyun4,chhièn,,chôaⁿ,,ぜん,ぜん,せん,ㅊ,ㅓ,ㄴ
4781,泊,18751.0,bo,2,bok6,,,iak,,ばく,ばく,はく,ㅂ,ㅏ,ㄱ
4782,泋,18752.0,hui,4,wai3,,,,,,,,ㅎ,ㅟ,
4783,泌,18753.0,mi,4,bei3,,,pì,,ひ,ひ,ひ,ㅂ,ㅣ,
4784,泎,18755.0,ze,2,zaak6,,,,,,,,ㅅ,ㅐ,ㄱ
4785,泏,18756.0,zhu,2,zeot1,,,,,ちゅつ,,,ㅊ,ㅜ,ㄹ
4786,泐,18757.0,le,4,lak6,,,lek,,りょく,,,ㄹ,ㅡ,ㄱ
4787,泑,18758.0,you,1,jau2,,,,,ゆう,,,ㅇ,ㅠ,
4788,泒,18759.0,gu,1,gu1,,,,,こ,,,ㄱ,ㅗ,
4789,泓,18760.0,hong,2,wang4,,,,,おう,,,ㅎ,ㅗ,ㅇ
4790,泔,18761.0,gan,1,gam1,kâm,gam1,kam,1koe,かん,,,ㄱ,ㅏ,ㅁ
4791,法,18762.0,fa,3,faat3,fap,fab5,hoat,4faq,ほう,ほう,ほう,ㅂ,ㅓ,ㅂ
4792,泖,18763.0,mao,3,maau5,,,báu,,ぼう,,,ㅁ,ㅛ,
4793,泗,18764.0,si,4,si3,,,,,し,し,し,ㅅ,ㅏ,
4794,泙,18766.0,ping,2,paang1,,,,,ひょう,ひょう,へい,ㅍ,ㅕ,ㅇ
4795,泚,18767.0,ci,3,ci2,,,,,せい,,,ㅈ,ㅏ,
4796,泛,18768.0,fan,4,faan3,fam,fam4,hoàn,2fe,ふう,ふう,はん,ㅂ,ㅓ,ㅁ
4797,泜,18769.0,zhi,1,zi1,,,,,てい,,,ㅈ,ㅣ,
4798,泝,18790.0,,,,,,,,す,す,そ,ㅅ,ㅗ,
4799,泠,18793.0,ling,2,ling4,,,,,れい,,,ㄹ,ㅕ,ㅇ
4800,泡,18794.0,pao,1,paau1,,,,,ひょう,ひょう,ほう,ㅍ,ㅗ,
4801,波,18795.0,bo,1,bo1,pô,bo1,o,1pu,は,は,は,ㅍ,ㅏ,
4802,泣,18796.0,qi,4,jap1,,,ip,,こう,こう,きゅう,ㅇ,ㅡ,ㅂ
4803,泤,18797.0,,,,,,,,,,,ㅅ,ㅏ,
4804,泥,18798.0,ni,2,nai4,nài,,nî,3nyi,ない,ない,でい,ㄴ,ㅣ,
4805,泦,18799.0,ju,2,guk1,,,,,,,,ㄱ,ㅜ,ㄱ
4806,泧,18800.0,,,,,,,,えつ,,,ㅇ,ㅝ,ㄹ
4807,注,18801.0,zhu,4,zyu3,chu,,tù,2tsr,す,す,しゅ,ㅈ,ㅜ,
4808,泫,18804.0,xuan,4,jyun5,,,,,けん,,,ㅎ,ㅕ,ㄴ
4809,泬,18805.0,jue,2,kyut3,,,,,けつ,,,ㅎ,ㅕ,ㄹ
4810,泭,18806.0,,,,,,,,,,,ㅂ,ㅜ,
4811,泮,18807.0,pan,4,pun3,,,,,はん,,,ㅂ,ㅏ,ㄴ
4812,泯,18808.0,min,3,man5,,,bín,,みん,みん,びん,ㅁ,ㅣ,ㄴ
4813,泰,18809.0,tai,4,taai3,thai,tai4,thòa,2tha,たい,,,ㅌ,ㅐ,
4814,泱,18810.0,yang,1,joeng1,,,iong,,おう,,,ㅇ,ㅏ,ㅇ
4815,泿,18824.0,yin,2,an4,,,,,,,,ㅇ,ㅡ,ㄴ
4816,洁,18855.0,ji,2,git3,,,,,,,,ㄱ,ㅣ,ㄹ
4817,洄,18858.0,hui,2,wui4,,,,,かい,,,ㅎ,ㅚ,
4818,洅,18859.0,zai,4,zoi3,,,,,,,,ㅈ,ㅐ,
4819,洇,18861.0,yin,1,jan1,,,,,いん,,,ㅇ,ㅣ,ㄴ
4820,洈,18862.0,wei,2,ngai4,,,,,,,,ㅇ,ㅟ,
4821,洊,18864.0,jian,4,zin3,,,,,せん,,,ㅊ,ㅓ,ㄴ
4822,洋,18865.0,yang,2,joeng4,yòng,,,3hhian,よう,よう,よう,ㅇ,ㅑ,ㅇ
4823,洌,18866.0,lie,4,lit6,,,,,れつ,,,ㄹ,ㅕ,ㄹ
4824,洍,18867.0,,,,,,,,,,,ㅅ,ㅏ,
4825,洎,18868.0,ji,4,gei3,,,,,き,,,ㄱ,ㅖ,
4826,洏,18869.0,er,2,ji4,,,,,じ,,,ㅇ,ㅣ,
4827,洐,18870.0,,,,,,,,,,,ㅎ,ㅐ,ㅇ
