,character,wiki_id,mando_onset,mando_nucl,mando_coda,mando_tone,canto_onset,canto_nucl,canto_coda,canto_tone,Column5,Column6,Column7,Column8,jp_on_first,jp_on_rest,jp_kan_first,jp_kan_rest,kor_0,kor_1,kor_2
12465,䵧,100445,z,ai,∅,4,z,oi,∅,3,,,,,,,,,ㅈ,ㅐ,∅
12466,䵨,100446,m,a,ng,2,m,o,ng,4,,,,,,,,,ㅁ,ㅏ,ㅇ
12467,䵬,100450,t,a,∅,4,d,aa,p,6,,,,,,,,,ㄷ,ㅏ,ㅂ
12468,䵮,100452,∅,ya,ng,4,s,oe,ng,1,,,,,,,,,ㅇ,ㅑ,ㅇ
12469,䵱,100455,x,i,∅,4,h,i,k,1,,,,,,,,,ㅎ,ㅕ,ㄱ
12470,䵳,100457,∅,wei,∅,4,w,ui,∅,6,,,,,,,,,ㅎ,ㅚ,∅
12471,䵴,100458,∅,yi,ng,4,w,a,n,6,,,,,,,,,ㅇ,ㅣ,ㅇ
12472,䵵,100459,ch,ua,∅,1,z,a,t,3,,,,,,,,,ㅊ,ㅘ,ㄹ
12473,䵋,100461,∅,wei,∅,3,w,ai,∅,5,,,,,,,,,ㅇ,ㅠ,∅
12474,䵌,100462,x,ia,n,1,h,i,m,1,,,,,,,,,ㅎ,ㅕ,ㅁ
12475,䵎,100464,t,ua,n,1,t,eo,n,1,,,,,,,,,ㄷ,ㅏ,ㄴ
12476,䵏,100465,l,ao,∅,3,l,ou,∅,5,,,,,,,,,ㄹ,ㅗ,∅
12477,䵐,100466,ch,a,n,3,c,i,n,2,,,,,,,,,ㅊ,ㅓ,ㄴ
12478,䵑,100467,,,,,,,,,,,,,,,,,ㄴ,ㅣ,ㄹ
12479,䵒,100468,n,i,∅,4,n,i,k,1,,,,,,,,,ㄴ,ㅣ,ㄹ
12480,䵖,100472,q,ia,n,4,h,i,n,3,,,,,,,,,ㄱ,ㅕ,ㄴ
12481,䵘,100474,sh,ai,∅,4,s,aai,∅,3,,,,,,,,,ㅅ,ㅐ,∅
12482,䬠,100485,,,,,,,,,,,,,,,,,ㅂ,ㅣ,∅
12483,䊆,247744,j,iu,∅,4,,,,,,,,,,,,,ㄱ,ㅜ,∅
12484,厸,264870,l,i,n,2,l,eo,n,4,,,,,り,ん,,,ㄹ,ㅣ,ㄴ
12485,厽,275880,l,ei,∅,1,l,eoi,∅,5,,,,,る,い,,,ㄹ,ㅜ,∅
12486,廇,311710,l,iu,∅,4,l,au,∅,6,,,,,る,∅,りゅ,う,ㄹ,ㅠ,∅
12487,凹,349589,,,,1,,,,,,,,,,,,,ㅇ,ㅛ,∅
12488,䋖,470496,∅,yu,∅,4,l,eo,t,6,,,,,い,つ,,,ㅇ,ㅠ,ㄹ
12489,䰠,471765,sh,e,n,2,s,aa,n,1,,,,,,,,,ㅅ,ㅣ,ㄴ
12490,𢄓,472409,∅,wu,∅,4,,,,,,,,,う,∅,お,∅,,,
12491,䦌,477061,,,,,,,,,,,,,,,,,ㅊ,ㅜ,∅
12492,䦍,477069,,,,,,,,,,,,,,,,,ㅇ,ㅗ,ㄹ
12493,䦏,477455,,,,,,,,,,,,,,,,,ㅎ,ㅐ,∅
12494,㲳,477748,,,,,,,,,,,,,,,,,ㅈ,ㅣ,ㄹ
12495,㸅,477871,,,,,,,,,,,,,,,,,ㅈ,ㅓ,ㄹ
12496,孓,493901,,,,2,k,i,t,3,,,,,,,,,ㄱ,ㅝ,ㄹ
12497,㺧,825129,x,iao,∅,1,h,iu,∅,1,,,,,,,,,ㅎ,ㅛ,∅
12498,䨻,833503,b,e,ng,4,,,,,,,,,,,,,ㅂ,ㅕ,ㅇ
12499,㗊,942139,j,i,∅,2,,,,,,,,,,,,,ㅈ,ㅣ,ㅂ
12500,𩂩,944256,,,,,,,,,,,,,,,,,,,
12501,丈,1094873,,,,,,,,,,,,,,,,,ㅈ,ㅏ,ㅇ
12502,㚢,1138436,,,,,,,,,,,,,,,,,ㄴ,ㅗ,∅
12503,下,1300630,,,,4,s,oe,ng,6,song,,siōng,,,,,,ㅎ,ㅏ,∅
12504,𠜱,1366355,p,i,∅,1,p,ai,∅,1,phâi,,,,,,,,,,
12505,𩶅,1366364,,,,,,,,,,,,,,,,,,,
12506,㚅,1366389,l,o,ng,2,l,u,ng,4,,,,,,,,,ㄹ,ㅠ,ㅇ
12507,㬎,1451153,x,ia,n,3,h,i,n,2,,,,,,,,,ㅎ,ㅕ,ㄴ
12508,𡰪,1554015,,,,,,,,,,,,,,,,,,,
12509,㩒,1554026,,,,,,,,,,,,,,,,,ㄱ,ㅡ,ㅁ
12510,㫃,1661033,∅,ya,n,3,j,i,n,2,,,,,,,,,ㅇ,ㅓ,ㄴ
12511,𠂢,1661496,p,ai,∅,4,,,,,,,,,は,∅,は,い,,,
12512,䩉,2059695,,,,,,,,,,,,,ぶ,∅,ふ,∅,ㅂ,ㅗ,∅
12513,㨖,2597194,zh,i,∅,4,z,a,t,1,,,,,,,,,ㅊ,ㅣ,∅
12514,㸒,2801345,,,,,,,,,,,,,,,,,ㅇ,ㅡ,ㅁ
12515,䍃,2803455,∅,you,∅,2,z,iu,∅,4,,,,,よ,う,,,ㅇ,ㅛ,∅
12516,𢼸,2803868,,,,,,,,,,,,,,,,,,,
12517,𥁕,2804255,∅,we,n,1,w,a,n,1,,,,,お,ん,,,,,
12518,上,3053814,,,,,,,,,,,,,,,,,ㅅ,ㅏ,ㅇ
12519,𠂤,3173726,,,,,,,,,,,,,,,,,,,
12520,䒩,3173730,h,e,∅,2,w,o,∅,4,,,,,,,,,ㅎ,ㅘ,∅
12521,㚒,3173747,sh,a,n,3,s,i,m,2,,,,,,,,,ㅅ,ㅓ,ㅁ
12522,㸚,3173753,l,i,∅,3,l,ei,∅,5,,,,,,,,,ㄹ,ㅣ,∅
12523,䖦,3174246,q,u,∅,1,,,,,,,,,,,,,ㄱ,ㅜ,ㄹ
12524,䀠,3174266,j,u,∅,4,k,eoi,∅,4,,,,,,,,,ㄱ,ㅜ,∅
12525,䖡,3174290,n,ü,∅,4,,,,,,,,,,,,,ㄴ,ㅠ,ㄱ
12526,㭁,3174927,r,e,ng,2,,,,,,,,,,,,,ㅇ,ㅣ,ㅇ
12527,㭘,3174935,x,ia,∅,2,,,,,,,,,,,,,ㅎ,ㅏ,ㅂ
12528,䌗,3175578,f,u,∅,3,f,u,∅,2,,,,,,,,,ㅁ,ㅜ,∅
12529,㷄,3178481,h,ui,∅,3,k,ui,∅,2,,,,,,,,,ㅎ,ㅚ,∅
12530,䀀,3178756,f,a,n,4,f,a,n,3,,,,,,,,,ㅂ,ㅓ,ㅁ
12531,䀁,3178757,∅,you,∅,4,z,aau,∅,6,,,,,,,,,ㅇ,ㅠ,∅
12532,䀂,3178760,∅,a,n,1,∅,o,n,1,,,,,,,,,ㅇ,ㅏ,ㄴ
12533,䀄,3178764,,,,,,,,,,,,,,,,,ㅁ,ㅗ,ㅇ
12534,㹜,3179689,∅,yi,n,2,ng,aa,n,4,,,,,,,,,ㅇ,ㅡ,ㄴ
12535,䏪,3187579,,,,,,,,,,,,,,,,,ㅇ,ㅣ,∅
12536,䏐,3187582,∅,ya,ng,1,,,,,,,,,,,,,ㄱ,ㅕ,ㄹ
12537,䲜,3208615,∅,ye,∅,4,j,i,p,6,,,,,,,,,ㅇ,ㅓ,ㅂ
12538,㾖,3210937,,,,,,,,,,,,,,,,,ㄹ,ㅣ,∅
12539,㠯,3490253,,,,,,,,,,,,,い,∅,,,ㅇ,ㅣ,∅
12540,䒉,3601091,∅,wu,∅,3,m,ou,∅,5,,,,,,,,,ㅁ,ㅜ,∅
12541,㳦,3747139,x,ie,∅,4,h,aai,∅,6,,,,,,,,,ㄱ,ㅖ,∅
12542,㳧,3747141,,,,,,,,,,,,,,,,,ㅊ,ㅓ,ㅂ
12543,㳨,3747143,,,,,,,,,,,,,,,,,ㅊ,ㅏ,ㄹ
12544,𠪚,3795165,∅,yi,n,2,,,,,,,,,,,,,,,
12545,䇷,3826288,,,,,,,,,,,,,,,,,ㅂ,ㅕ,ㄹ
12546,㧳,3826616,zh,uo,∅,4,b,ai,∅,1,,,,,,,,,ㅈ,ㅐ,∅
12547,㗗,3826618,,,,,,,,,,,,,,,,,ㅍ,ㅐ,∅
12548,䭮,3826897,f,u,∅,2,f,aa,t,1,,,,,,,,,ㅂ,ㅜ,ㄹ
12549,㭋,3827024,b,a,ng,4,b,a,ng,5,,,,,,,,,ㅂ,ㅏ,ㅇ
12550,㠔,3827584,b,ai,∅,4,b,aai,∅,3,,,,,,,,,ㅂ,ㅐ,∅
12551,㡯,3830667,zh,ai,∅,2,d,o,k,6,,,,,,,,,ㅌ,ㅐ,ㄱ
12552,䏟,3836824,b,ie,∅,2,,,,,,,,,,,,,ㅂ,ㅕ,ㄹ
12553,㸬,3837200,b,ei,∅,4,b,ui,∅,3,,,,,,,,,ㅍ,ㅐ,∅
12554,㼰,3838585,,,,,,,,,,,,,,,,,ㅂ,ㅣ,∅
12555,䤨,3838707,,,,,,,,,,,,,,,,,ㅂ,ㅕ,ㄱ
12556,䚔,3838724,,,,,,,,,,,,,,,,,ㅂ,ㅣ,ㄴ
12557,㔮,3839049,n,uo,∅,2,,,,,,,,,,,,,ㄴ,ㅏ,∅
12558,㔯,3839051,x,ua,n,2,s,yu,n,3,,,,,,,,,ㅅ,ㅓ,ㄴ
12559,㔴,3839268,∅,yi,∅,4,z,i,k,6,,,,,,,,,ㅇ,ㅣ,ㄱ
12560,㔶,3839280,g,o,ng,4,g,aa,m,2,,,,,,,,,ㄱ,ㅏ,ㅁ
12561,㔸,3839317,t,i,∅,1,t,ai,∅,1,,,,,,,,,ㅊ,ㅔ,∅
12562,䫽,3839856,p,ao,∅,1,p,au,∅,1,,,,,,,,,ㅍ,ㅗ,∅
12563,㹒,3839948,p,u,∅,3,p,a,k,6,,,,,,,,,ㅂ,ㅏ,ㄱ
12564,䁵,3840590,,,,,,,,,,,,,,,,,ㅎ,ㅘ,ㄴ
12565,䐈,3840822,,,,,,,,,,,,,,,,,ㅈ,ㅣ,ㄱ
12566,㹾,3840829,,,,,,,,,,,,,,,,,ㅍ,ㅛ,∅
12567,䑄,3840841,,,,,,,,,,,,,,,,,ㅂ,ㅣ,∅
12568,㲏,3840842,,,,,,,,,,,,,,,,,ㅍ,ㅛ,∅
12569,㔹,3840895,l,e,∅,4,l,a,k,6,,,,,,,,,ㄹ,ㅡ,ㄹ
12570,㔻,3840914,,,,,p,ei,∅,1,,,,,,,,,ㅂ,ㅣ,∅
12571,㢸,3856385,,,,,,,,,,,,,,,,,ㅍ,ㅣ,ㄹ
12572,㿺,3856472,,,,,,,,,,,,,,,,,ㅂ,ㅏ,ㄱ
12573,㧊,3856693,p,o,∅,1,p,u,t,3,,,,,,,,,ㅂ,ㅏ,ㄹ
12574,㸪,3857747,ch,u,n,2,s,eo,n,4,,,,,,,,,ㅅ,ㅜ,ㄴ
12575,𠧩,3867055,,,,,,,,,,,,,,,,,,,
12576,𨸏,3872741,,,,,,,,,,,,,,,,,,,
12577,𠂆,3882741,∅,yi,∅,4,,,,,,,,,,,,,,,
12578,𦐇,3883726,t,a,∅,4,,,,,,,,,,,,,,,
12579,𨚵,3884028,z,ai,∅,4,,,,,,,,,,,,,,,
12580,𠁁,3884062,d,ou,∅,4,,,,,,,,,ず,∅,と,う,,,
12581,㤅,3895081,x,i,∅,4,,,,,,,,,,,,,ㅇ,ㅐ,∅
12582,兾,3906125,,,,,,,,,,,,,き,∅,,,ㄱ,ㅣ,∅
12583,䀛,3906297,,,,,,,,,,,,,,,,,ㅁ,ㅐ,∅
12584,䪾,3908121,,,,,,,,,,,,,,,,,ㅈ,ㅣ,ㄴ
12585,䖢,3912559,,,,,,,,,,,,,,,,,ㅁ,ㅛ,∅
12586,㿻,3912668,,,,,,,,,,,,,,,,,ㄱ,ㅏ,ㄴ
12587,㕆,3912905,h,u,∅,4,w,u,∅,6,,,,,,,,,ㅎ,ㅗ,∅
12588,㕇,3912970,l,a,∅,1,l,a,p,3,,,,,,,,,ㄹ,ㅏ,ㅂ
12589,𣎴,3914106,d,u,n,3,,,,,,,,,,,,,,,
12590,𠁥,3916303,,,,,,,,,,,,,,,,,,,
12591,𠂔,3916660,z,i,∅,3,z,i,∅,2,,,,,,,,,,,
12592,𠂕,3917737,,,,,,,,,,,,,,,,,,,
12593,㕦,3917783,,,,,,,,,,,,,,,,,ㅎ,ㅘ,∅
12594,㕈,3917894,∅,yi,∅,3,∅,a,t,3,,,,,,,,,ㅇ,ㅢ,∅
12595,𦍒,3917903,,,,,,,,,,,,,,,,,,,
12596,㿿,3917904,∅,ya,∅,3,ng,aa,∅,5,,,,,,,,,ㅇ,ㅏ,∅
12597,㿼,3917911,,,,,,,,,,,,,,,,,ㅇ,ㅕ,ㄴ
12598,㾕,3917920,,,,,,,,,,,,,,,,,ㅅ,ㅣ,ㄴ
12599,㼯,3917921,d,o,ng,4,d,u,ng,6,,,,,,,,,ㄷ,ㅗ,ㅇ
12600,䵈,3917931,k,u,∅,4,h,u,k,1,,,,,,,,,ㄱ,ㅗ,ㄱ
12601,㚍,3919112,k,ui,∅,3,,,,,,,,,,,,,ㄱ,ㅚ,∅
12602,𦥑,3919132,j,u,∅,2,,,,,,,,,,,,,,,
12603,䖵,3919147,k,u,n,1,kw,a,n,1,,,,,,,,,ㄱ,ㅗ,ㄴ
12604,㶟,3919690,l,ei,∅,3,l,eoi,∅,5,,,,,,,,,ㄹ,ㅜ,∅
12605,䩏,3919760,,,,,,,,,,,,,,,,,ㅁ,ㅕ,ㄹ
12606,䬍,3922609,h,u,∅,1,f,a,t,1,,,,,,,,,ㅎ,ㅗ,ㄹ
12607,㕊,3925168,f,u,∅,1,b,ou,∅,1,,,,,,,,,ㅂ,ㅜ,∅
12608,㕋,3925173,q,i,n,2,k,a,m,4,,,,,,,,,ㄱ,ㅡ,ㅁ
12609,㕎,3925178,k,e,∅,4,,,,,,,,,,,,,ㅇ,ㅏ,ㅂ
12610,㕒,3925192,∅,wei,∅,1,f,aai,∅,1,,,,,,,,,ㅇ,ㅢ,∅
12611,㕙,3926074,j,u,n,4,z,eo,n,3,,,,,,,,,ㅈ,ㅜ,ㄴ
12612,㕚,3926076,,,,,,,,,,,,,,,,,ㅈ,ㅗ,∅
12613,㕛,3926085,,,,,,,,,,,,,,,,,ㅇ,ㅜ,∅
12614,㕞,3926099,,,,,,,,,,,,,,,,,ㅅ,ㅙ,∅
12615,㕟,3926104,k,ui,∅,4,w,ai,∅,2,,,,,,,,,ㄱ,ㅚ,∅
12616,㕡,3926110,,,,,,,,,,,,,,,,,ㅎ,ㅏ,ㄱ
12617,㕢,3926117,,,,,,,,,,,,,,,,,ㄱ,ㅐ,∅
12618,㕣,3926120,∅,ya,n,3,j,i,n,2,,,,,え,ん,,,ㅇ,ㅕ,ㄴ
12619,㕧,3926158,,,,,,,,,,,,,,,,,ㅎ,ㅣ,∅
12620,㕬,3926178,,,,,,,,,,,,,,,,,ㄱ,ㅗ,ㅇ
12621,㕭,3926185,,,,,,,,,,,,,,,,,ㅇ,ㅛ,∅
12622,㕮,3926195,f,u,∅,3,f,u,∅,2,,,,,,,,,ㅂ,ㅜ,∅
12623,㕯,3926201,,,,,,,,,,,,,,,,,ㄴ,ㅜ,ㄹ
12624,㕰,3926203,,,,,,,,,,,,,,,,,ㅎ,ㅏ,ㄱ
12625,㖃,3926846,,,,,,,,,,,,,,,,,ㅎ,ㅜ,∅
12626,㖅,3926857,,,,,,,,,,,,,,,,,ㅅ,ㅜ,ㄹ
12627,㖏,3926881,,,,,,,,,,,,,,,,,ㄴ,ㅕ,ㄹ
12628,㖑,3927225,,,,,,,,,,,,,,,,,ㄱ,ㅖ,∅
12629,㖒,3927231,,,,,,,,,,,,,,,,,ㅈ,ㅔ,∅
12630,㖘,3927911,,,,,,,,,,,,,,,,,ㅈ,ㅣ,ㄴ
12631,㖟,3927939,,,,,,,,,,,,,,,,,ㅅ,ㅜ,∅
12632,㖥,3927949,,,,,,,,,,,,,,,,,ㄱ,ㅜ,ㄴ
12633,㖩,3927956,,,,,,,,,,,,,,,,,ㅊ,ㅜ,∅
12634,㖪,3927957,,,,,,,,,,,,,,,,,ㅎ,ㅚ,ㄱ
12635,㖷,3929337,,,,,,,,,,,,,,,,,ㅅ,ㅣ,∅
12636,㗁,3929704,,,,,,,,,,,,,,,,,ㅇ,ㅏ,ㄱ
12637,㗉,3929729,,,,,,,,,,,,,,,,,ㄹ,ㅑ,ㄱ
12638,𪘨,3930264,,,,,,,,,,,,,,,,,,,
12639,㗔,3930924,,,,,,,,,,,,,,,,,ㄱ,ㅓ,ㄴ
12640,㗕,3930926,,,,,,,,,,,,,,,,,ㄱ,ㅜ,∅
12641,㗘,3930937,b,o,∅,2,,,,,,,,,,,,,ㅂ,ㅏ,ㄱ
12642,㗙,3930946,,,,,,,,,,,,,,,,,ㅊ,ㅜ,∅
12643,㗚,3930977,,,,,,,,,,,,,,,,,ㅇ,ㅠ,ㄹ
12644,㗛,3930978,,,,,,,,,,,,,,,,,ㅅ,ㅗ,∅
12645,㗢,3931056,,,,,,,,,,,,,,,,,ㄷ,ㅗ,ㅇ
12646,㗤,3931081,,,,,,,,,,,,,,,,,ㅊ,ㅜ,ㄱ
12647,㗦,3931088,,,,,,,,,,,,,,,,,ㄹ,ㅗ,∅
12648,㗧,3931099,,,,,,,,,,,,,,,,,ㅈ,ㅣ,ㄹ
12649,㗨,3931114,,,,,,,,,,,,,,,,,ㅎ,ㅐ,∅
12650,㗩,3931118,,,,,,,,,,,,,,,,,ㅅ,ㅡ,ㅂ
12651,㗫,3931120,,,,,,,,,,,,,,,,,ㅈ,ㅓ,ㄹ
12652,㗬,3931131,,,,,,,,,,,,,,,,,ㅊ,ㅏ,∅
12653,㗱,3931177,,,,,,,,,,,,,,,,,ㅈ,ㅣ,ㅂ
12654,㗲,3931182,,,,,,,,,,,,,,,,,ㅎ,ㅚ,ㄱ
12655,㗴,3931188,,,,,,,,,,,,,,,,,ㅇ,ㅏ,ㄴ
12656,㗵,3931190,,,,,,,,,,,,,,,,,ㅎ,ㅜ,ㄹ
12657,㗻,3933096,,,,,,,,,,,,,,,,,ㄱ,ㅘ,∅
12658,㗼,3933103,,,,,,,,,,,,,,,,,ㅇ,ㅓ,ㅂ
12659,㗾,3933112,x,ue,∅,1,h,eoi,∅,1,,,,,,,,,ㅎ,ㅘ,∅
12660,㗿,3933116,,,,,,,,,,,,,,,,,ㅎ,ㅏ,∅
12661,㘀,3933122,,,,,,,,,,,,,,,,,ㅈ,ㅏ,ㄱ
12662,㘁,3933138,,,,,,,,,,,,,,,,,ㅇ,ㅕ,ㄱ
12663,㘆,3933265,,,,,,,,,,,,,,,,,ㄷ,ㅐ,∅
12664,㘈,3933267,,,,,,,,,,,,,,,,,ㅇ,ㅢ,∅
12665,㘉,3933603,,,,,,,,,,,,,,,,,ㅈ,ㅡ,ㄹ
12666,㘋,3933605,,,,,,,,,,,,,,,,,ㅎ,ㅕ,ㄴ
12667,㘌,3933606,,,,,,,,,,,,,,,,,ㄱ,ㅡ,ㄱ
12668,㘍,3933608,j,i,∅,2,z,i,k,1,,,,,,,,,ㅈ,ㅣ,ㄹ
12669,㘓,3933885,l,a,n,2,l,aa,n,4,,,,,,,,,ㄹ,ㅏ,ㄴ
12670,㤝,3933936,ch,o,ng,1,c,u,ng,1,,,,,,,,,ㅊ,ㅜ,ㅇ
12671,㘙,3933981,,,,,,,,,,,,,,,,,ㅇ,ㅏ,ㅁ
12672,㘝,3933993,n,ie,∅,4,n,i,m,2,,,,,,,,,ㄴ,ㅣ,ㅂ
12673,㘠,3934812,b,i,∅,1,b,i,k,1,,,,,,,,,ㅂ,ㅕ,ㄱ
12674,㘣,3934821,x,ua,n,1,s,yu,n,4,,,,,,,,,ㅅ,ㅓ,ㄴ
12675,㘥,3934826,∅,you,∅,2,z,aau,∅,4,,,,,,,,,ㅇ,ㅘ,∅
12676,㘨,3935812,n,ie,∅,4,n,i,p,6,,,,,,,,,ㄱ,ㅚ,∅
12677,㘰,3935871,zh,e,n,1,z,a,m,1,,,,,,,,,ㅈ,ㅣ,ㅁ
12678,㘱,3935878,,,,,,,,,,,,,,,,,ㄷ,ㅏ,ㅁ
12679,㘲,3935881,,,,,,,,,,,,,,,,,ㄱ,ㅜ,ㄱ
12680,𠂇,3936052,,,,,,,,,,,,,さ,∅,さ,∅,,,
12681,㘻,3936123,,,,,z,aa,n,1,,,,,,,,,ㅇ,ㅣ,ㄴ
12682,㙀,3937620,l,iu,∅,4,l,au,∅,6,,,,,,,,,ㄱ,ㅜ,∅
12683,㙁,3937622,m,ei,∅,2,m,u,k,6,,,,,,,,,ㅁ,ㅐ,∅
12684,㙄,3937635,b,i,∅,4,b,ai,∅,6,,,,,,,,,ㅍ,ㅖ,∅
12685,㙇,3937648,ch,u,∅,4,c,u,k,1,,,,,,,,,ㅊ,ㅗ,ㄱ
12686,㙊,3937656,ch,a,ng,2,c,oe,ng,4,,,,,ちょ,う,,,ㅈ,ㅏ,ㅇ
12687,㙏,3937681,f,u,∅,4,f,u,k,1,,,,,,,,,ㅂ,ㅗ,ㄱ
12688,㙙,3937939,l,o,ng,3,l,u,ng,5,,,,,,,,,ㄹ,ㅗ,ㅇ
12689,㙠,3937964,∅,yi,∅,1,∅,aai,∅,3,,,,,,,,,ㅇ,ㅖ,∅
12690,㙤,3938464,,,,,,,,,,,,,,,,,ㅎ,ㅏ,∅
12691,㙨,3938516,j,i,∅,4,g,ei,∅,1,,,,,,,,,ㄱ,ㅣ,∅
12692,㙩,3938523,l,iao,∅,2,l,aau,∅,6,,,,,,,,,ㄹ,ㅛ,∅
12693,㙪,3938527,∅,yi,∅,4,z,i,∅,3,,,,,,,,,ㅇ,ㅖ,∅
12694,㙱,3938820,h,ao,∅,4,h,ou,∅,6,,,,,,,,,ㅎ,ㅗ,∅
12695,㙲,3938829,∅,yo,ng,3,z,u,ng,1,,,,,,,,,ㅇ,ㅗ,ㅇ
12696,㙴,3938840,ch,a,n,4,c,i,m,1,,,,,,,,,ㅊ,ㅓ,ㅁ
12697,㙷,3938944,zh,i,∅,2,z,i,k,6,,,,,,,,,ㅊ,ㅣ,ㅂ
12698,㙻,3938983,ch,a,n,2,c,i,n,4,,,,,,,,,ㅈ,ㅓ,ㄴ
12699,㚀,3939111,x,i,∅,1,h,ei,∅,1,,,,,,,,,ㅎ,ㅢ,∅
12700,㚁,3939118,q,iao,∅,4,k,iu,∅,4,,,,,,,,,ㄱ,ㅛ,∅
12701,㚂,3939147,n,a,ng,4,z,oe,ng,4,,,,,,,,,ㄴ,ㅏ,ㅇ
12702,㚃,3939148,∅,yu,n,1,w,a,n,1,,,,,,,,,ㅇ,ㅜ,ㄴ
12703,㚇,3939970,z,o,ng,1,z,u,k,1,,,,,,,,,ㅈ,ㅗ,ㅇ
12704,㚊,3940100,k,ai,∅,1,h,oi,∅,1,,,,,,,,,ㅎ,ㅐ,∅
12705,㚋,3940101,d,iao,∅,1,d,iu,∅,1,,,,,,,,,ㅈ,ㅗ,∅
12706,㚔,3940318,n,ie,∅,4,n,i,p,6,,,,,,,,,ㄴ,ㅕ,ㅂ
12707,㚖,3940417,g,ao,∅,3,g,ou,∅,2,,,,,,,,,ㄱ,ㅗ,∅
12708,㚗,3940471,q,ie,∅,2,c,e,∅,4,,,,,,,,,ㅈ,ㅏ,∅
12709,㚘,3940478,b,a,n,4,b,u,n,6,,,,,,,,,ㅂ,ㅏ,ㄴ
12710,㚛,3940508,x,i,∅,4,h,ai,∅,3,,,,,,,,,ㅎ,ㅖ,∅
12711,㚜,3940512,∅,yu,∅,4,w,i,k,6,,,,,,,,,ㅇ,ㅕ,ㄱ
12712,㚠,3942216,x,iao,∅,1,h,iu,∅,1,,,,,,,,,ㅎ,ㅛ,∅
12713,㚤,3942272,∅,yi,∅,4,z,i,k,6,,,,,,,,,ㅇ,ㅣ,ㄱ
12714,𦣝,3942294,,,,,,,,,,,,,い,∅,,,,,
12715,㚫,3943579,s,a,∅,4,s,aa,p,3,,,,,,,,,ㅅ,ㅏ,ㅂ
12716,㚷,3944426,,,,,,,,,,,,,,,,,ㄴ,ㅐ,∅
12717,㛁,3945677,p,e,ng,1,p,i,ng,1,,,,,,,,,ㅍ,ㅕ,ㅇ
12718,㛂,3945680,n,uo,∅,3,,,,,,,,,,,,,ㅇ,ㅘ,∅
12719,㛄,3945682,∅,yi,∅,1,z,i,∅,1,,,,,,,,,ㅇ,ㅢ,∅
12720,㛅,3945684,,er,,4,n,ei,∅,6,,,,,,,,,ㅇ,ㅣ,∅
12721,㛆,3945687,d,uo,∅,4,d,o,∅,2,,,,,,,,,ㅌ,ㅏ,∅
12722,㛍,3945858,q,ie,∅,4,h,a,p,6,,,,,,,,,ㅎ,ㅕ,ㅂ
12723,㛐,3945892,,,,,,,,,,,,,,,,,ㅅ,ㅜ,∅
12724,㛑,3945895,c,a,n,4,c,aa,n,3,,,,,,,,,ㅊ,ㅏ,ㄴ
12725,㛒,3945902,d,ou,∅,4,d,aau,∅,2,,,,,,,,,ㄷ,ㅜ,∅
12726,㛗,3946265,q,ie,∅,1,s,o,∅,1,,,,,,,,,ㅈ,ㅘ,∅
12727,㛥,3946829,t,a,∅,4,d,a,p,6,,,,,,,,,ㅌ,ㅏ,ㅂ
12728,㛧,3948798,m,a,n,3,m,u,n,5,,,,,,,,,ㅁ,ㅏ,ㅁ
12729,㛪,3948993,∅,ya,n,4,∅,aa,m,1,,,,,,,,,ㅇ,ㅓ,ㅁ
12730,㛮,3949033,,,,,,,,,,,,,,,,,ㅅ,ㅜ,∅
12731,㛱,3949261,∅,wei,∅,3,w,ui,∅,2,,,,,,,,,ㅇ,ㅚ,∅
12732,㛳,3949321,∅,yi,∅,4,z,aai,∅,6,,,,,,,,,ㅇ,ㅖ,∅
12733,㛴,3949328,,,,,,,,,,,,,,,,,ㄴ,ㅚ,∅
12734,㛶,3949333,t,a,n,4,t,aa,n,3,,,,,,,,,ㅌ,ㅏ,ㄴ
12735,㛹,3952149,p,ia,n,2,p,i,n,4,,,,,,,,,ㅂ,ㅕ,ㄴ
12736,㛼,3952271,ch,a,∅,1,c,a,p,3,,,,,,,,,ㅅ,ㅏ,ㅂ
12737,㜅,3956117,x,u,∅,4,h,u,k,1,,,,,,,,,ㅊ,ㅜ,ㄱ
12738,㜇,3956121,h,ui,∅,4,w,ai,∅,3,,,,,,,,,ㅇ,ㅣ,∅
12739,㜊,3956220,zh,a,n,3,z,i,n,2,,,,,,,,,ㅈ,ㅓ,ㄴ
12740,㜎,3956474,x,i,∅,1,h,ai,∅,4,,,,,,,,,ㅎ,ㅖ,∅
12741,㜓,3956717,,,,,,,,,,,,,,,,,ㄷ,ㅏ,ㅂ
12742,㜗,3956727,c,a,n,1,c,a,m,2,,,,,,,,,ㅊ,ㅏ,ㅁ
12743,㜘,3956729,j,u,∅,4,g,eoi,∅,6,,,,,,,,,ㅊ,ㅓ,∅
12744,㜝,3957793,∅,a,n,3,∅,a,n,2,,,,,,,,,ㅇ,ㅏ,ㅁ
12745,㜢,3960154,l,ü,∅,3,l,eoi,∅,5,,,,,,,,,ㄹ,ㅜ,∅
12746,㜣,3960270,,,,,,,,,,,,,,,,,ㅇ,ㅕ,ㄴ
12747,㜤,3960298,n,ia,n,3,s,aa,m,2,,,,,,,,,ㄷ,ㅏ,ㅁ
12748,㜪,3961302,,,,,,,,,,,,,,,,,ㅅ,ㅣ,ㄴ
12749,㜮,3961412,,,,,,,,,,,,,,,,,ㄹ,ㅏ,ㅁ
