character	index	tone_label	Zhengzhang_onset	Zhengzhang_nucleus	Zhengzhang_coda	Pan_onset	Pan_nucleus	Pan_coda	Shao_onset	Shao_nucleus	Shao_coda	Pulleyblank_onset	Pulleyblank_nucleus	Pulleyblank_coda	Li_onset	Li_nucleus	Li_coda	Karlgren_onset	Karlgren_nucleus	Karlgren_coda
伂	5611552	departing	p	ɑi	∅	p	ɑi	∅	p	ɑi	∅	p	aj	∅	p	ɑi	∅	p	ɑi	∅
伃	5611555	level	j	ɨʌ	∅	j	iɔ	∅	∅	iɔ	∅	j	ɨə	̆	∅	iɔ	∅	∅	i̯wo	∅
伄	5611558	departing	t	eu	∅	t	eu	∅	t	eu	∅	t	ɛw	∅	t	eu	∅	t	ieu	∅
伆	5611561	rising	m	ɨu	n	m	iu	n	m	iuə	n	m	u	n	m	iuə	n	m	i̯uə	n
伈	5611564	rising	s	iɪ	m	s	i	m	s	je	m	s	i	m	s	iə	m	s	i̯ə	m
伉	5611567	departing	kʰ	ɑ	ŋ	kʰ	ɑ	ŋ	kʰ	ɑ	ŋ	kʰ	a	ŋ	kʰ	ɑ	ŋ	kʰ	ɑ	ŋ
伊	5611570	level	ʔ	iɪ	∅	ʔ	i	∅	ʔ	jɪ	∅	ʔ	i	∅	ʔ	i	∅	ʔ	i	∅
伋	5611573	checked	k	ˠiɪ	p̚	k	ᵚi	p̚	k	ie	p̚	k	ji	p̚	k	jə	p̚	k	i̯ə	p̚
伍	5611576	rising	ŋ	uo	∅	ŋ	uo	∅	ŋ	o	∅	ŋ	ɔ	∅	ŋ	o	∅	ŋ	uo	∅
伎	5611579	level	ɡ	iᴇ	∅	ɡ	iɛ	∅	ɡ	jɛ	∅	g	iə	̆	ɡ	ie	∅	g	ie	̯
伏	5611582	departing	b	ɨu	∅	b	iu	∅	b	iəu	∅	b	uw	∅	b	iu	∅	bʱ	i̯ə̯u	∅
伐	5611585	checked	b	ʉɐ	t̚	b	ʷiɐ	t̚	b	iuɐ	t̚	b	ua	t̚	b	iuɐ	t̚	bʱ	i̯wɐ	t̚
休	5611588	level	h	ɨu	∅	h	iu	∅	x	iəu	∅	h	uw	∅	x	iu	∅	x	i̯ə̯u	∅
㐸	5611591	departing	kʰ	ɨɐ	m	kʰ	iɐ	m	kʰ	iɐ	m	kʰ	ɨa	m	kʰ	iɐ	m	kʰ	i̯ɐ	m
𠆴	5611594	departing	ɳ	ˠau	∅	ɳ	ᵚau	∅	n	au	∅	ɳ	aɨw	∅	n	au	∅	n	au	∅
𠆺	5611600	level	ɦ	we	n	ɦ	ʷe	n	ɣ	uɛ	n	ɦ	wɛ	n	ɣ	ue	n	ɣ	iwe	n
伭	5611603	level	ɦ	e	n	ɦ	e	n	ɣ	ɛ	n	ɦ	ɛ	n	ɣ	e	n	ɣ	ie	n
伯	5611606	checked	p	ˠæ	k̚	p	ᵚa	k̚	p	a	k̚	p	aɨj	k̚	p	ɐ	k̚	p	ɐ	k̚
估	5611609	rising	k	uo	∅	k	uo	∅	k	o	∅	k	ɔ	∅	k	o	∅	k	uo	∅
伱	5611612	rising	ɳ	ɨ	∅	ɳ	ɨ	∅	n	ie	∅	ɳ	ɨ	∅	n	iə	∅	n	i	∅
伴	5611615	rising	b	uɑ	n	b	ʷɑ	n	b	uɑ	n	b	wa	n	b	uɑ	n	bʱ	uɑ	n
伶	5611618	level	l	e	ŋ	l	e	ŋ	l	ɛ	ŋ	l	ɛj	ŋ	l	e	ŋ	l	ie	ŋ
伷	5611621	departing	ɖ	ɨu	∅	ɖ	iu	∅	ȡ	iəu	∅	ɖ	uw	∅	ȡ	iu	∅	ȡʱ	i̯ə̯u	∅
伸	5611624	level	ɕ	iɪ	n	ɕ	i	n	ɕ	je	n	ɕ	i	n	ɕ	iĕ	n	ɕ	i̯ĕ	n
伹	5611627	level	t͡sʰ	ɨʌ	∅	t͡sʰ	iɔ	∅	t͡sʰ	iɔ	∅	t͡sʰ	ɨə	̆	t͡sʰ	iɔ	∅	t͡sʰ	i̯wo	∅
伺	5611630	level	s	ɨ	∅	s	ɨ	∅	s	ie	∅	s	ɨ	∅	s	iə	∅	s	i	∅
伻	5611633	level	pʰ	ˠɛ	ŋ	pʰ	ᵚæ	ŋ	pʰ	ɐ	ŋ	pʰ	əɨj	ŋ	pʰ	ɛ	ŋ	pʰ	æ	ŋ
似	5611636	rising	z	ɨ	∅	z	ɨ	∅	z	ie	∅	z	ɨ	∅	z	iə	∅	z	i	∅
伽	5611639	level	ɡ	ɨɑ	∅	ɡ	iɑ	∅	ɡ	iɑ	∅	g	ɨa	∅	ɡ	iɑ	∅	g	i̯ɑ	∅
伾	5611643	level	pʰ	ˠiɪ	∅	pʰ	ᵚi	∅	pʰ	iɪ	∅	pʰ	ji	∅	pʰ	ji	∅	pʰ	i	∅
伿	5611647	departing	t͡ɕ	iᴇ	∅	t͡ɕ	iɛ	∅	t͡ɕ	jɛ	∅	c	iə	̆	t͡ɕ	ie	∅	t͡ɕ	ie	̯
佀	5611650	rising	z	ɨ	∅	z	ɨ	∅	z	ie	∅	z	ɨ	∅	z	iə	∅	z	i	∅
佁	5611653	rising	j	ɨ	∅	j	ɨ	∅	∅	ie	∅	j	ɨ	∅	∅	iə	∅	∅	i	∅
佂	5611656	level	t͡ɕ	iᴇ	ŋ	t͡ɕ	iɛ	ŋ	t͡ɕ	iæ	ŋ	c	iaj	ŋ	t͡ɕ	iɛ	ŋ	t͡ɕ	i̯ɛ	ŋ
佃	5611660	level	d	e	n	d	e	n	d	ɛ	n	d	ɛ	n	d	e	n	dʱ	ie	n
佅	5611663	departing	m	ˠai	∅	m	ᵚai	∅	m	ai	∅	m	aɨj	s	m	ai	∅	m	ai	∅
但	5611666	level	d	ɑ	n	d	ɑ	n	d	ɑ	n	d	a	n	d	ɑ	n	dʱ	ɑ	n
佇	5611669	rising	ɖ	ɨʌ	∅	ɖ	iɔ	∅	ȡ	iɔ	∅	ɖ	ɨə	̆	ȡ	iɔ	∅	ȡʱ	i̯wo	∅
佈	5611673	departing	p	uo	∅	p	uo	∅	p	o	∅	p	ɔ	∅	p	o	∅	p	uo	∅
佉	5611676	level	kʰ	ɨɑ	∅	kʰ	iɑ	∅	kʰ	iɑ	∅	kʰ	ɨa	∅	kʰ	iɑ	∅	kʰ	i̯ɑ	∅
佊	5611679	rising	p	ˠiᴇ	∅	p	ᵚiɛ	∅	p	iɛ	∅	p	jiə	̆	p	je	∅	p	ie	̯
佋	5611682	level	d͡ʑ	iᴇu	∅	d͡ʑ	iɛu	∅	d͡ʑ	jæu	∅	d͡ʑ	iaw	∅	ʑ	iɛu	∅	ʑ	i̯ɛu	∅
佌	5611685	rising	t͡sʰ	iᴇ	∅	t͡sʰ	iɛ	∅	t͡sʰ	jɛ	∅	t͡sʰ	iə	̆	t͡sʰ	ie	∅	t͡sʰ	ie	̯
位	5611688	departing	ɦ	ˠiuɪ	∅	ɦ	ʷᵚi	∅	ɣ	iuɪ	∅	ɦ	jwi	∅	ɣ	jui	∅	∅	wi	∅
住	5611694	departing	ɖ	ɨo	∅	ɖ	io	∅	ȡ	io	∅	ɖ	uə	̆	ȡ	io	∅	ȡʱ	i̯u	∅
佐	5611697	departing	t͡s	ɑ	∅	t͡s	ɑ	∅	t͡s	ɑ	∅	t͡s	a	∅	t͡s	ɑ	∅	t͡s	ɑ	∅
佑	5611700	departing	ɦ	ɨu	∅	ɦ	iu	∅	ɣ	iəu	∅	ɦ	uw	∅	ɣ	iu	∅	∅	i̯ə̯u	∅
佒	5611703	level	ʔ	ɑ	ŋ	ʔ	ɑ	ŋ	ʔ	ɑ	ŋ	ʔ	a	ŋ	ʔ	ɑ	ŋ	ʔ	ɑ	ŋ
体	5611706	rising	b	uə	n	b	uo	n	b	uə	n	b	wə	n	b	uə	n	bʱ	uə	n
佔	5611709	level	t	e	m	t	e	m	t	ɛ	m	t	ɛ	m	t	e	m	t	ie	m
何	5611712	level	ɦ	ɑ	∅	ɦ	ɑ	∅	ɣ	ɑ	∅	ɦ	a	∅	ɣ	ɑ	∅	ɣ	ɑ	∅
佖	5611715	checked	b	iɪ	t̚	b	i	t̚	b	je	t̚	b	i	t̚	b	iĕ	t̚	bʱ	i̯ĕ	t̚
佗	5611718	level	d	ɑ	∅	d	ɑ	∅	d	ɑ	∅	d	a	∅	d	ɑ	∅	dʱ	ɑ	∅
余	5611721	level	j	ɨʌ	∅	j	iɔ	∅	∅	iɔ	∅	j	ɨə	̆	∅	iɔ	∅	∅	i̯wo	∅
佚	5611724	checked	j	iɪ	t̚	j	i	t̚	∅	je	t̚	j	i	t̚	∅	iĕ	t̚	∅	i̯ĕ	t̚
佛	5611727	checked	b	ɨu	t̚	b	iu	t̚	b	iuə	t̚	b	u	t̚	b	iuə	t̚	bʱ	i̯uə	t̚
作	5611730	departing	t͡s	uo	∅	t͡s	uo	∅	t͡s	o	∅	t͡s	ɔ	∅	t͡s	o	∅	t͡s	uo	∅
佝	5611733	departing	h	əu	∅	h	əu	∅	x	əu	∅	h	əw	∅	x	u	∅	x	ə̯u	∅
佞	5611736	departing	n	e	ŋ	n	e	ŋ	n	ɛ	ŋ	n	ɛj	ŋ	n	e	ŋ	n	ie	ŋ
佟	5611739	level	d	uo	ŋ	d	uo	ŋ	d	o	ŋ	d	aw	ŋ	d	o	ŋ	dʱ	uo	ŋ
㑁	5611742	checked	ʈ	iuɪ	t̚	ʈ	ʷi	t̚	ȶ	jue	t̚	ʈ	wi	t̚	ȶ	iuĕ	t̚	ȶ	i̯uĕ	t̚
㑃	5611745	departing	ʔ	ˠau	∅	ʔ	ᵚau	∅	ʔ	au	∅	ʔ	aɨw	∅	ʔ	au	∅	ʔ	au	∅
𠇗	5611748	level	kʰ	ˠua	∅	kʰ	ʷᵚa	∅	kʰ	ua	∅	kʰ	waɨ	∅	kʰ	ua	∅	kʰ	wa	∅
𠇱	5611751	checked	m	uɑ	t̚	m	ʷɑ	t̚	m	uɑ	t̚	m	wa	t̚	m	uɑ	t̚	m	uɑ	t̚
佩	5611754	departing	b	uʌi	∅	b	uoi	∅	b	uɒi	∅	b	wəj	∅	b	uᴀi	∅	bʱ	uɑ̆i	∅
佪	5611757	level	ɦ	uʌi	∅	ɦ	uoi	∅	ɣ	uɒi	∅	ɦ	wəj	∅	ɣ	uᴀi	∅	ɣ	uɑ̆i	∅
佫	5611760	checked	ɦ	ɑ	k̚	ɦ	ɑ	k̚	ɣ	ɑ	k̚	ɦ	a	k̚	ɣ	ɑ	k̚	ɣ	ɑ	k̚
佮	5611763	checked	k	ʌ	p̚	k	ə	p̚	k	ɒ	p̚	k	ə	p̚	k	ᴀ	p̚	k	ă	p̚
佯	5611766	level	j	ɨɐ	ŋ	j	iɐ	ŋ	∅	iɑ	ŋ	j	ɨa	ŋ	∅	ia	ŋ	∅	i̯a	ŋ
佰	5611769	checked	m	ˠæ	k̚	m	ᵚa	k̚	m	a	k̚	m	aɨj	k̚	m	ɐ	k̚	m	ɐ	k̚
佳	5611772	level	k	ˠɛ	∅	k	ᵚæ	∅	k	æi	∅	k	aɨj	∅	k	ɛ	∅	k	ai	∅
佴	5611775	departing	ȵ	ɨ	∅	ȵ	ɨ	∅	ȵʑ	ie	∅	ȵ	ɨ	∅	ȵ	iə	∅	ȵʑ	i	∅
併	5611778	rising	p	iᴇ	ŋ	p	iɛ	ŋ	p	iæ	ŋ	p	iaj	ŋ	p	iɛ	ŋ	p	i̯ɛ	ŋ
佶	5611781	checked	ɡ	ˠiɪ	t̚	ɡ	ᵚi	t̚	ɡ	ie	t̚	g	ji	t̚	ɡ	jĕ	t̚	g	i̯ĕ	t̚
佸	5611784	checked	k	uɑ	t̚	k	ʷɑ	t̚	k	uɑ	t̚	k	wa	t̚	k	uɑ	t̚	k	uɑ	t̚
佹	5611787	rising	k	ˠiuᴇ	∅	k	ʷᵚiɛ	∅	k	iuɛ	∅	k	jwiə	̆	k	jue	∅	k	wie	̯
佺	5611790	level	t͡sʰ	iuᴇ	n	t͡sʰ	ʷiɛ	n	t͡sʰ	juæ	n	t͡sʰ	wia	n	t͡sʰ	iuɛ	n	t͡sʰ	i̯wɛ	n
佻	5611793	level	tʰ	eu	∅	tʰ	eu	∅	tʰ	eu	∅	tʰ	ɛw	∅	tʰ	eu	∅	tʰ	ieu	∅
佼	5611796	level	k	ˠau	∅	k	ᵚau	∅	k	au	∅	k	aɨw	∅	k	au	∅	k	au	∅
佽	5611799	departing	t͡sʰ	iɪ	∅	t͡sʰ	i	∅	t͡sʰ	jɪ	∅	t͡sʰ	i	∅	t͡sʰ	i	∅	t͡sʰ	i	∅
佾	5611802	checked	j	iɪ	t̚	j	i	t̚	∅	je	t̚	j	i	t̚	∅	iĕ	t̚	∅	i̯ĕ	t̚
使	5611805	rising	ʃ	ɨ	∅	ʃ	ɨ	∅	ʃ	ie	∅	ʂ	ɨ	∅	ʃ	iə	∅	ʂ	i	∅
侀	5611808	level	ɦ	e	ŋ	ɦ	e	ŋ	ɣ	ɛ	ŋ	ɦ	ɛj	ŋ	ɣ	e	ŋ	ɣ	ie	ŋ
侁	5611811	level	ʃ	ɪ	n	ʃ	ɪ	n	ʃ	ie	n	ʂ	i	n	ʃ	iĕ	n	ʂ	i̯æ	n
侂	5611814	checked	tʰ	ɑ	k̚	tʰ	ɑ	k̚	tʰ	ɑ	k̚	tʰ	a	k̚	tʰ	ɑ	k̚	tʰ	ɑ	k̚
侃	5611817	rising	kʰ	ɑ	n	kʰ	ɑ	n	kʰ	ɑ	n	kʰ	a	n	kʰ	ɑ	n	kʰ	ɑ	n
侄	5611820	checked	t͡ɕ	iɪ	t̚	t͡ɕ	i	t̚	t͡ɕ	je	t̚	c	i	t̚	t͡ɕ	iĕ	t̚	t͡ɕ	i̯ĕ	t̚
侅	5611823	level	kʰ	ʌi	∅	kʰ	əi	∅	kʰ	ɒi	∅	kʰ	əj	∅	kʰ	ᴀi	∅	kʰ	ɑ̆i	∅
來	5611826	level	l	ʌi	∅	l	əi	∅	l	ɒi	∅	l	əj	∅	l	ᴀi	∅	l	ɑ̆i	∅
侈	5611829	rising	t͡ɕʰ	iᴇ	∅	t͡ɕʰ	iɛ	∅	t͡ɕʰ	jɛ	∅	cʰ	iə	̆	t͡ɕʰ	ie	∅	t͡ɕʰ	ie	̯
侉	5611832	departing	ʔ	ɑ	∅	ʔ	ɑ	∅	ʔ	ɑ	∅	ʔ	a	∅	ʔ	ɑ	∅	ʔ	ɑ	∅
侊	5611835	level	k	wɑ	ŋ	k	ʷɑ	ŋ	k	uɑ	ŋ	k	wa	ŋ	k	uɑ	ŋ	k	wɑ	ŋ
例	5611838	departing	l	iᴇi	∅	l	iɛi	∅	l	jæi	∅	l	iaj	∅	l	iɛi	∅	l	i̯ɛi	∅
侍	5611841	departing	d͡ʑ	ɨ	∅	d͡ʑ	ɨ	∅	d͡ʑ	ie	∅	d͡ʑ	ɨ	∅	ʑ	iə	∅	ʑ	i	∅
侎	5611844	rising	m	iᴇ	∅	m	iɛ	∅	m	jɛ	∅	m	iə	̆	m	ie	∅	m	ie	̯
侏	5611847	level	t͡ɕ	ɨo	∅	t͡ɕ	io	∅	t͡ɕ	io	∅	c	uə	̆	t͡ɕ	io	∅	t͡ɕ	i̯u	∅
侐	5611850	departing	h	iuɪ	∅	h	ʷi	∅	x	juɪ	∅	h	wi	∅	x	ui	∅	x	wi	∅
侑	5611853	departing	ɦ	ɨu	∅	ɦ	iu	∅	ɣ	iəu	∅	ɦ	uw	∅	ɣ	iu	∅	∅	i̯ə̯u	∅
侒	5611856	level	ʔ	ɑ	n	ʔ	ɑ	n	ʔ	ɑ	n	ʔ	a	n	ʔ	ɑ	n	ʔ	ɑ	n
侔	5611859	level	m	ɨu	∅	m	iu	∅	m	iəu	∅	m	uw	∅	m	iu	∅	m	i̯ə̯u	∅
侖	5611862	level	l	iuɪ	n	l	ʷi	n	l	jue	n	l	wi	n	l	iuĕ	n	l	i̯uĕ	n
侗	5611865	level	d	u	ŋ	d	u	ŋ	d	u	ŋ	d	əw	ŋ	d	u	ŋ	dʱ	u	ŋ
侘	5611868	level	ʈʰ	ˠa	∅	ʈʰ	ᵚa	∅	ȶʰ	a	∅	ʈʰ	aɨ	∅	ȶʰ	a	∅	ȶʰ	a	∅
侙	5611871	checked	ʈʰ	ɨ	k̚	ʈʰ	ɨ	k̚	ȶʰ	ie	k̚	ʈʰ	i	k̚	ȶʰ	iə	k̚	ȶʰ	i̯ə	k̚
侚	5611874	departing	z	iuɪ	n	z	ʷi	n	z	jue	n	z	wi	n	z	iuĕ	n	z	i̯uĕ	n
供	5611877	level	k	ɨo	ŋ	k	io	ŋ	k	io	ŋ	k	uaw	ŋ	k	io	ŋ	k	i̯wo	ŋ
侜	5611880	level	ʈ	ɨu	∅	ʈ	iu	∅	ȶ	iəu	∅	ʈ	uw	∅	ȶ	iu	∅	ȶ	i̯ə̯u	∅
依	5611883	level	ʔ	ɨi	∅	ʔ	ɨi	∅	ʔ	iəi	∅	ʔ	ɨj	∅	ʔ	iəi	∅	ʔ	e̯i	∅
侣	5611885	rising	l	ɨʌ	∅	l	iɔ	∅	l	iɔ	∅	l	ɨə	̆	l	iɔ	∅	l	i̯wo	∅
㑉	5611888	checked	s	ɨu	k̚	s	iu	k̚	s	iu	k̚	s	uw	k̚	s	iu	k̚	s	i̯u	k̚
𠈇	5611891	checked	s	ɨu	k̚	s	iu	k̚	s	iu	k̚	s	uw	k̚	s	iu	k̚	s	i̯u	k̚
𠈈	5611894	rising	t͡sʰ	iᴇ	∅	t͡sʰ	iɛ	∅	t͡sʰ	jɛ	∅	t͡sʰ	iə	̆	t͡sʰ	ie	∅	t͡sʰ	ie	̯
𠈋	5611897	level	ȵ	ɨu	ŋ	ȵ	iu	ŋ	ȵʑ	iu	ŋ	ȵ	uw	ŋ	ȵ	iu	ŋ	ȵʑ	i̯u	ŋ
侮	5611900	rising	m	ɨo	∅	m	io	∅	m	io	∅	m	uə	̆	m	io	∅	m	i̯u	∅
侯	5611903	level	ɦ	əu	∅	ɦ	əu	∅	ɣ	əu	∅	ɦ	əw	∅	ɣ	u	∅	ɣ	ə̯u	∅
侲	5611906	level	t͡ɕ	iɪ	n	t͡ɕ	i	n	t͡ɕ	je	n	c	i	n	t͡ɕ	iĕ	n	t͡ɕ	i̯ĕ	n
侳	5611909	level	t͡s	ɨuɑ	∅	t͡s	ʷiɑ	∅	t͡s	iuɑ	∅	t͡s	ua	∅	t͡s	iuɑ	∅	t͡s	i̯wɑ	∅
侵	5611912	level	t͡sʰ	iɪ	m	t͡sʰ	i	m	t͡sʰ	je	m	t͡sʰ	i	m	t͡sʰ	iə	m	t͡sʰ	i̯ə	m
侷	5611915	checked	ɡ	ɨo	k̚	ɡ	io	k̚	ɡ	io	k̚	g	uaw	k̚	ɡ	io	k̚	g	i̯wo	k̚
侸	5611918	level	t	əu	∅	t	əu	∅	t	əu	∅	t	əw	∅	t	u	∅	t	ə̯u	∅
侹	5611921	rising	tʰ	e	ŋ	tʰ	e	ŋ	tʰ	ɛ	ŋ	tʰ	ɛj	ŋ	tʰ	e	ŋ	tʰ	ie	ŋ
侺	5611924	departing	d͡ʑ	iɪ	m	d͡ʑ	i	m	d͡ʑ	je	m	d͡ʑ	i	m	ʑ	iə	m	ʑ	i̯ə	m
侻	5611927	checked	tʰ	uɑ	t̚	tʰ	ʷɑ	t̚	tʰ	uɑ	t̚	tʰ	wa	t̚	tʰ	uɑ	t̚	tʰ	uɑ	t̚
便	5611930	level	b	iᴇ	n	b	iɛ	n	b	jæ	n	b	ia	n	b	iɛ	n	bʱ	i̯ɛ	n
俁	5611933	rising	ŋ	ɨo	∅	ŋ	io	∅	ŋ	io	∅	ŋ	uə	̆	ŋ	io	∅	ŋ	i̯u	∅
係	5611936	departing	k	ei	∅	k	ei	∅	k	ɛi	∅	k	ɛj	∅	k	ei	∅	k	iei	∅
促	5611939	checked	t͡sʰ	ɨo	k̚	t͡sʰ	io	k̚	t͡sʰ	io	k̚	t͡sʰ	uaw	k̚	t͡sʰ	io	k̚	t͡sʰ	i̯wo	k̚
俄	5611942	level	ŋ	ɑ	∅	ŋ	ɑ	∅	ŋ	ɑ	∅	ŋ	a	∅	ŋ	ɑ	∅	ŋ	ɑ	∅
俅	5611945	level	ɡ	ɨu	∅	ɡ	iu	∅	ɡ	iəu	∅	g	uw	∅	ɡ	iu	∅	g	i̯ə̯u	∅
俆	5611948	level	z	ɨʌ	∅	z	iɔ	∅	z	iɔ	∅	z	ɨə	̆	z	iɔ	∅	z	i̯wo	∅
俇	5611950	rising	ɡ	ʉɐ	ŋ	ɡ	ʷiɐ	ŋ	ɡ	iuɑ	ŋ	g	ua	ŋ	ɡ	iua	ŋ	g	iwa	ŋ
俊	5611953	departing	t͡s	iuɪ	n	t͡s	ʷi	n	t͡s	jue	n	t͡s	wi	n	t͡s	iuĕ	n	t͡s	i̯uĕ	n
俋	5611956	checked	ɖ	ˠiɪ	p̚	ɖ	ᵚi	p̚	ȡ	ie	p̚	ɖ	ji	p̚	ȡ	jə	p̚	ȡʱ	i̯ə	p̚
俌	5611959	rising	p	ɨo	∅	p	io	∅	p	io	∅	p	uə	̆	p	io	∅	p	i̯u	∅
俍	5611962	rising	l	ɑ	ŋ	l	ɑ	ŋ	l	ɑ	ŋ	l	a	ŋ	l	ɑ	ŋ	l	ɑ	ŋ
俎	5611965	rising	t͡ʃ	ɨʌ	∅	ʈ͡ʂ	iɔ	∅	t͡ʃ	iɔ	∅	ʈ͡ʂ	ɨə	̆	t͡ʃ	iɔ	∅	ʈ͡ʂ	i̯wo	∅
俏	5611968	departing	t͡sʰ	iᴇu	∅	t͡sʰ	iɛu	∅	t͡sʰ	jæu	∅	t͡sʰ	iaw	∅	t͡sʰ	iɛu	∅	t͡sʰ	i̯ɛu	∅
俑	5611971	level	tʰ	u	ŋ	tʰ	u	ŋ	tʰ	u	ŋ	tʰ	əw	ŋ	tʰ	u	ŋ	tʰ	u	ŋ
俒	5611974	level	ɦ	uə	n	ɦ	uo	n	ɣ	uə	n	ɦ	wə	n	ɣ	uə	n	ɣ	uə	n
俓	5611977	level	ŋ	e	n	ŋ	e	n	ŋ	ɛ	n	ŋ	ɛ	n	ŋ	e	n	ŋ	ie	n
俔	5611980	rising	ɦ	e	n	ɦ	e	n	ɣ	ɛ	n	ɦ	ɛ	n	ɣ	e	n	ɣ	ie	n
俕	5611983	departing	s	ʌ	m	s	ə	m	s	ɒ	m	s	ə	m	s	ᴀ	m	s	ă	m
俖	5611986	rising	pʰ	ʌi	∅	pʰ	əi	∅	pʰ	ɒi	∅	pʰ	əj	∅	pʰ	ᴀi	∅	pʰ	ɑ̆i	∅
俗	5611989	checked	z	ɨo	k̚	z	io	k̚	z	io	k̚	z	uaw	k̚	z	io	k̚	z	i̯wo	k̚
俘	5611992	level	pʰ	ɨo	∅	pʰ	io	∅	pʰ	io	∅	pʰ	uə	̆	pʰ	io	∅	pʰ	i̯u	∅
俙	5611995	level	h	ɨi	∅	h	ɨi	∅	x	iəi	∅	h	ɨj	∅	x	iəi	∅	x	e̯i	∅
俚	5611998	rising	l	ɨ	∅	l	ɨ	∅	l	ie	∅	l	ɨ	∅	l	iə	∅	l	i	∅
俛	5612001	rising	m	ˠiᴇ	n	m	ᵚiɛ	n	m	iæ	n	m	ia	n	m	jɛ	n	m	i̯ɛ	n
俜	5612004	level	pʰ	e	ŋ	pʰ	e	ŋ	pʰ	ɛ	ŋ	pʰ	ɛj	ŋ	pʰ	e	ŋ	pʰ	ie	ŋ
保	5612007	rising	p	ɑu	∅	p	ɑu	∅	p	ɑu	∅	p	aw	∅	p	ɑu	∅	p	ɑu	∅
俞	5612010	level	j	ɨo	∅	j	io	∅	∅	io	∅	j	uə	̆	∅	io	∅	∅	i̯u	∅
俟	5612013	level	ɡ	ɨi	∅	ɡ	ɨi	∅	ɡ	iəi	∅	g	ɨj	∅	ɡ	iəi	∅	g	e̯i	∅
俠	5612016	checked	ɦ	e	p̚	ɦ	e	p̚	ɣ	ɛ	p̚	ɦ	ɛ	p̚	ɣ	e	p̚	ɣ	ie	p̚
信	5612019	departing	s	iɪ	n	s	i	n	s	je	n	s	i	n	s	iĕ	n	s	i̯ĕ	n
㑗	5612022	level	ɕ	iɪ	n	ɕ	i	n	ɕ	je	n	ɕ	i	n	ɕ	iĕ	n	ɕ	i̯ĕ	n
㑙	5612025	checked	t	e	p̚	t	e	p̚	t	ɛ	p̚	t	ɛ	p̚	t	e	p̚	t	ie	p̚
㑛	5612028	checked	s	u	k̚	s	u	k̚	s	u	k̚	s	əw	k̚	s	u	k̚	s	u	k̚
㑜	5612031	departing	j	iᴇi	∅	j	iɛi	∅	∅	jæi	∅	j	iaj	∅	∅	iɛi	∅	∅	i̯ɛi	∅
㑞	5612034	departing	j	ɨ	ŋ	j	ɨ	ŋ	∅	ie	ŋ	j	i	ŋ	∅	iə	ŋ	∅	i̯ə	ŋ
㑟	5612037	rising	p	ˠæ	ŋ	p	ᵚa	ŋ	p	a	ŋ	p	aɨj	ŋ	p	ɐ	ŋ	p	ɐ	ŋ
𠈱	5612040	level	s	ɑ	∅	s	ɑ	∅	s	ɑ	∅	s	a	∅	s	ɑ	∅	s	ɑ	∅
𠈵	5612043	level	m	ˠʌ	ŋ	m	ᵚɔ	ŋ	m	ɔ	ŋ	m	aɨw	ŋ	m	ɔ	ŋ	m	ɔ	ŋ
𠈺	5612046	rising	b	ei	∅	b	ei	∅	b	ɛi	∅	b	ɛj	∅	b	ei	∅	bʱ	iei	∅
修	5612049	level	s	ɨu	∅	s	iu	∅	s	iəu	∅	s	uw	∅	s	iu	∅	s	i̯ə̯u	∅
俯	5612052	rising	p	ɨo	∅	p	io	∅	p	io	∅	p	uə	̆	p	io	∅	p	i̯u	∅
俰	5612055	departing	ɦ	uɑ	∅	ɦ	uɑ	∅	ɣ	uɑ	∅	ɦ	wa	∅	ɣ	uɑ	∅	ɣ	uɑ	∅
俱	5612058	level	k	ɨo	∅	k	io	∅	k	io	∅	k	uə	̆	k	io	∅	k	i̯u	∅
俲	5612061	departing	ɦ	ˠau	∅	ɦ	ᵚau	∅	ɣ	au	∅	ɦ	aɨw	∅	ɣ	au	∅	ɣ	au	∅
俳	5612064	level	b	ˠɛi	∅	b	ᵚæi	∅	b	ɐi	∅	b	əɨj	∅	b	ɛi	∅	bʱ	ăi	∅
俴	5612067	rising	d͡z	iᴇ	n	d͡z	iɛ	n	d͡z	jæ	n	d͡z	ia	n	d͡z	iɛ	n	d͡zʱ	i̯ɛ	n
俵	5612070	departing	p	ˠiᴇu	∅	p	ᵚiɛu	∅	p	iæu	∅	p	iaw	∅	p	jɛu	∅	p	i̯ɛu	∅
俶	5612073	checked	t͡ɕʰ	ɨu	k̚	t͡ɕʰ	iu	k̚	t͡ɕʰ	iu	k̚	cʰ	uw	k̚	t͡ɕʰ	iu	k̚	t͡ɕʰ	i̯u	k̚
俸	5612076	rising	p	u	ŋ	p	u	ŋ	p	u	ŋ	p	əw	ŋ	p	u	ŋ	p	u	ŋ
俹	5612079	departing	ʔ	ˠa	∅	ʔ	ᵚa	∅	ʔ	a	∅	ʔ	aɨ	∅	ʔ	a	∅	ʔ	a	∅
俺	5612082	departing	ʔ	ˠiᴇ	m	ʔ	ᵚiɛ	m	ʔ	iæ	m	ʔ	jia	m	ʔ	jɛ	m	ʔ	i̯ɛ	m
俻	5612085	departing	b	ˠiɪ	∅	b	ᵚi	∅	b	iɪ	∅	b	ji	∅	b	ji	∅	bʱ	i	∅
俾	5612088	rising	p	ˠiᴇ	∅	p	ᵚiɛ	∅	p	iɛ	∅	p	jiə	̆	p	je	∅	p	ie	̯
